Date,Close,High,Low,Open,Volume,RF,AZ,HP,QA,EP,SQ,GR,KI,YP,BR,YU,LG,OD,AT,CP,KK,XL,XA,RB,YB,DX,BQ,XC,PD,AR,DH,YJ,NI,CC,IF,DR,AG,ID,BK,RO,ES,AI,TP,GI,MG,LS,PG,ZP,HD,PC,DU,CD,AO
2026-08-24,101.0,103.0,94.0,94.0,39436900,0.0,-0.0438,-0.0327,0.0015,-0.0008,0.0511,-0.0038,0.0002,-0.1587,0.0,0.0191,0.0551,0.189,-0.0053,0.289,-0.0844,0.0666,0.0104,0.0,-0.0286,0.0,-0.0021,0.0868,0.1918,0.0,0.0219,-0.2078,-0.0434,-0.2057,-0.0014,-0.0142,0.0,-0.0508,0.0,0.0013,-0.0307,-0.0,0.0,0.0,-0.0922,0.0,0.0,-0.0044,0.0272,-0.0007,0.0,0.0005,-0.0
2026-08-26,91.0,110.0,91.0,110.0,55971000,0.0,0.0111,0.1838,-0.004,0.0194,-0.0348,0.0264,-0.0002,0.033,0.0,-0.0189,0.0488,0.0966,0.005,0.0989,0.0668,-0.0001,0.158,-0.0267,-0.061,0.0,-0.056,-0.0509,0.1241,0.0,-0.0227,-0.4381,-0.0208,-0.0519,-0.0308,0.0003,0.0008,0.0,0.001,-0.0,0.0043,0.0,0.0092,0.0001,-0.071,-0.0005,0.0019,0.0049,-0.0062,0.0,0.0,0.0,0.0
2026-08-27,100.0,100.0,82.0,82.0,27001900,0.0,0.0003,-0.003,0.0197,-0.0018,-0.0346,-0.0097,-0.0,-0.0858,0.0,0.0,0.0281,0.0225,-0.0019,-0.0019,-0.1184,-0.1069,-0.0225,0.0238,0.0841,-0.0,0.0045,-0.0301,-0.0251,0.0,-0.0002,0.0,-0.0867,0.32,0.0155,0.025,-0.0009,-0.05,0.0652,-0.0018,-0.0049,0.0008,-0.0048,0.0002,-0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,96.0,107.0,96.0,100.0,16660200,0.0058,0.0055,0.003,-0.0209,-0.0013,0.0015,0.0022,-0.0,0.0563,0.0001,-0.0001,0.0098,0.0019,0.0091,-0.0166,0.1154,0.0877,0.0317,0.0025,-0.0206,0.0002,0.0001,0.0384,-0.1068,0.0101,0.0028,0.0004,0.0463,-0.2647,-0.0176,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
