Date,Close,High,Low,Open,Volume,SF,TP,YB,XL,HD,LS,KK,DH,YU,FZ,IF,AI,XA,QA,KI,ZP,YP,PC,CC,BQ,PD,GR,OD,SA,XC,AK,AT,MG,RF,YJ,DR,HP,LG,IU,NI,PF,AZ,CP,EP,AG,SQ,ID,DP,AH,RO,BR,CD,DX,PG
2026-08-24,15100.0,15600.0,14900.0,15600.0,468700,0.0,-0.0087,0.0609,0.2611,0.0076,0.0,-0.0336,0.0783,-0.0724,0.0,-0.0228,-0.4411,-0.087,0.0,0.0,0.05,0.2151,0.0,0.4786,-0.0062,-0.3287,0.6158,-0.0433,0.0076,-0.103,0.3085,0.0471,0.0014,0.0,0.0,-0.0135,-0.0426,-0.2663,0.0,0.463,-0.0305,-0.3536,-0.0149,-0.119,0.0,0.1629,0.0,-0.7767,0.0,-0.0062,0.0,0.0,0.0137,-0.0015
2026-08-26,15325.0,15975.0,14700.0,15100.0,1802800,0.0,0.0122,0.0307,1.8,-0.0079,-0.0002,-0.3341,-0.0279,-5.4,-0.0077,0.1015,0.0015,-0.026,-0.1455,0.0063,-0.3683,0.308,-0.0006,1.5,-0.0015,-0.3563,0.2724,0.0946,0.0156,0.4677,1.3,-0.0315,0.7091,0.0,0.0315,0.0349,-0.0258,-0.3176,0.0,3.6,-0.1777,0.5382,-0.1995,0.1365,0.0075,-0.5102,-0.0397,-3.1,0.0,0.0016,0.0007,-0.0005,0.0,0.0
2026-08-27,15000.0,15500.0,14950.0,15500.0,1389600,0.0,0.0153,0.0,1.2,0.0153,0.0,0.1075,0.1096,-1.7,0.0,0.1605,-0.0046,0.0438,0.0585,0.0,-1.6,0.179,0.0,2.0,0.1592,0.7176,0.2126,0.1629,0.0,0.2947,-1.6,0.0,0.0743,0.0,0.1656,0.174,0.0,-9.9,0.0211,8.9,0.0,0.1735,0.4136,0.1418,0.0648,-0.3386,0.03,-0.6082,-0.0293,-0.0,0.0,0.0,0.0,0.0
2026-08-28,14575.0,15200.0,14400.0,15050.0,863200,0.2058,-0.148,0.0194,0.4882,-0.0133,0.0151,0.3579,0.0373,-0.3316,0.0148,-0.0368,0.1689,0.0159,-0.0002,-0.0059,-1.9,0.2336,0.0073,0.9488,-0.5364,-1.2,0.2673,-0.0145,0.1515,0.433,0.1397,0.0404,-0.0303,0.003,0.0075,0.0081,0.009,-0.9166,-0.0204,0.4334,-0.0304,0.1556,-0.0045,0.1949,-0.0069,0.8416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
