Date,Close,High,Low,Open,Volume,MG,YB,CC,RO,DX,DR,KK,XL,CP,XC,OD,YP,SQ,PD,EP,DH,NI,AZ,YU,HD,LG,XA,BR,BQ
2026-08-24,32.0,32.0,30.0,31.0,1039100,0.0,0.0176,-0.0024,-0.0,0.0,0.0,0.0001,0.0012,0.0,-0.0022,0.0,-0.008,0.0,0.0,-0.0011,0.0,-0.0001,-0.0004,0.0,-0.0001,0.0001,0.0,-0.0003,-0.0043
2026-08-26,31.0,32.0,31.0,32.0,1322300,-0.0071,0.0,0.0003,0.0,0.0,0.0012,0.0,-0.0105,0.0,0.002,0.0,0.0,-0.0071,-0.0009,-0.0031,0.0,0.0001,0.0,-0.0,0.025,0.0001,0.0,0.0,0.0
2026-08-27,31.0,31.0,30.0,30.0,1455800,0.0,0.0009,0.0003,0.0,0.0011,0.0068,0.0002,-0.0039,-0.002,-0.0041,0.0,0.0,0.0008,0.0,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,31.0,31.0,30.0,31.0,1264500,0.0016,0.0006,0.0013,-0.0,0.0001,0.0041,0.0045,-0.0125,0.0031,0.0007,0.0,-0.0001,0.0,0.0003,-0.0041,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
