Date,Close,High,Low,Open,Volume,DR,MG,PG,HP,GR,RO,AO,SQ,OD,YJ,KK,YU,AT,LG,PD,AZ,EP,LS,CC,NI,BB,IF,XL,ZP,DP,AK,BQ,PC,IC,DH,XC,SH,AG,KZ,YB,AI,YP,HD,CP,DX,BK,XA,CD,KI,TF,BS,TP,IU,QA,FZ,MU,ID,RG,IH,AR,FS
2026-08-24,1680.0,1725.0,1675.0,1680.0,39371200,-0.135,0.0352,0.0,0.0037,0.2846,0.027,0.6808,-0.3577,-0.5833,0.2201,0.5598,-3.3,-0.0029,2.9,-12.7,-0.6757,0.2945,0.1635,-3.2,-0.4015,1.3,-0.2267,-1.4,0.7502,0.0,8.2,1.2,-0.0043,0.0,0.3142,-0.5605,-0.0014,0.0026,0.0,0.4648,0.2263,-0.2044,0.0631,0.4129,-2.1,8.1,-1.2,-0.0061,-0.1151,0.0057,0.0272,1.1,0.0037,-0.0141,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.1288
2026-08-26,1685.0,1725.0,1680.0,1710.0,46383900,2.1,-1.8,0.0,-0.0295,-0.2047,-0.1275,0.3303,-0.5916,-0.6462,0.0842,-0.639,-0.0929,0.025,15.7,-2.3,0.1556,-0.603,-0.1886,0.485,-16.0,1.1,0.0865,4.3,-3.1,0.0,-2.3,4.0,0.0012,-0.057,0.8652,-0.4254,-0.0017,0.0913,-0.0991,-0.1631,0.0691,-0.4466,0.0254,0.3568,-0.8912,0.8833,0.0212,-0.0134,0.035,-0.0106,0.0,0.0592,0.0082,0.0,0.0677,-0.0012,-0.0085,0.05,0.0009,0.0,0.0
2026-08-27,1720.0,1740.0,1650.0,1680.0,28323400,-0.2122,2.5,0.0,-0.1483,-0.0652,0.1088,2.0,-0.1888,0.5409,-0.0348,-0.2972,-0.8867,0.0968,-1.8,-0.8657,0.2941,0.2212,-0.1759,-0.6038,0.0964,-0.8827,0.1,-1.4,7.0,0.0,-10.6,-0.852,-0.0062,0.0,-0.4904,0.8987,0.0,0.0,0.0784,1.3,0.0005,0.0681,0.0585,0.5177,0.6858,3.2,-0.0724,-0.0086,-0.0097,-0.0079,-0.0085,-0.0387,-0.0083,-0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1710.0,1780.0,1685.0,1735.0,35603700,2.0,0.58,0.34,0.0344,-0.5593,-0.105,2.0,0.5386,1.0,-0.1987,0.8034,0.0498,0.0398,-0.725,4.2,0.3825,0.6421,0.1391,-1.3,0.1815,-0.803,-0.0026,4.5,-3.3,-0.5398,-16.5,0.744,-0.0002,1.2,0.2738,1.3,-0.0018,0.1148,-1.3,0.7104,0.1365,1.8,-0.0464,-0.158,-0.105,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
