Date,Close,High,Low,Open,Volume,PD,AZ,CP,AK,GR,CC,KK,YP,NI,OD,XC,XL,AI,YU,KI,SQ,DH,AT,EP
2026-08-24,388.0,392.0,384.0,386.0,122300,-0.0002,0.0023,0.0,0.0048,0.0,0.0149,0.0061,-0.0001,0.0,-0.0003,0.0002,-0.0265,0.0,0.0,0.0,0.0,-0.0002,-0.0023,0.0014
2026-08-26,394.0,394.0,386.0,390.0,113000,0.0035,0.0,0.0,0.004,-0.0078,0.0099,0.0,-0.0002,0.0012,-0.0002,-0.0012,-0.0088,0.0,0.0,0.0,-0.0004,0.0,0.0,0.0
2026-08-27,388.0,396.0,380.0,394.0,185000,0.008,0.0,0.0,0.004,-0.0015,-0.0069,0.0007,0.0002,0.0,0.0007,0.0012,0.0251,-0.0383,0.0015,0.0,0.0048,0.0004,0.0,0.0
2026-08-28,384.0,400.0,382.0,390.0,155500,-0.0006,0.0048,-0.0,0.0038,-0.0044,0.0184,0.0003,0.0005,-0.0003,-0.0003,-0.0051,-0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
