Date,Close,High,Low,Open,Volume,BS,TP,YB,XL,HD,KK,DH,YU,IF,QA,AI,XA,KI,ZP,YP,CC,DX,PD,GR,OD,XC,AK,ES,AT,MG,YJ,PG,DR,HP,AO,LG,NI,AZ,CP,EP,RG,RO,SQ,SS,LS,BQ,RF,FS,GI,AG,CD,BK,RS,DU,RB,PC,IU
2026-08-24,1375.0,1400.0,1370.0,1375.0,3977900,-1.1,-0.3002,0.1326,-0.1236,-0.0009,-0.0343,-0.0262,0.1144,-0.0012,-0.0001,0.0,-0.0577,0.0015,0.1864,-0.2944,0.5904,-0.0242,0.0545,0.0015,0.0604,0.0262,0.5034,0.0,0.0003,-0.1151,0.0693,-0.1385,0.1111,0.0,-0.007,0.0335,-0.023,-0.0517,0.0859,-0.0496,0.0,-0.0006,-0.0376,-0.0278,-0.0028,-0.0001,0.0,0.0,0.0,0.0,0.138,0.38,0.0,0.0,0.0,-0.066,-0.0
2026-08-26,1400.0,1415.0,1355.0,1370.0,16820600,-7.8,-0.2448,1.6,-0.5292,-0.0065,5.8,-0.3093,0.1163,-0.0059,0.0,-0.0049,-0.0098,-0.0863,0.139,-0.2398,-0.1614,0.0,-0.2629,-0.2419,-0.0179,-0.0247,1.4,0.0,0.0165,0.1306,0.558,-0.14,0.0053,0.0173,-1.8,0.7835,1.1,1.3,-0.8662,-0.4113,0.0,-0.0069,-0.1631,-0.056,-0.0291,0.0001,0.0,0.0,0.0,0.0,0.4554,-0.0429,0.014,0.0001,-0.0035,0.0,0.0
2026-08-27,1445.0,1455.0,1375.0,1400.0,12731800,-4.8,-0.0181,-0.6739,-1.5,0.038,1.6,0.0535,0.3673,0.0,-0.0004,-0.3797,-0.0016,-0.0015,0.7807,-0.3512,1.3,-0.0071,1.8,-0.4025,0.0552,0.0437,2.6,0.0,0.0113,0.091,0.0,-0.1113,-0.0771,-0.0916,-0.0388,0.7815,-1.1,-0.1093,-0.0946,-0.2929,0.0,0.0077,-0.408,-0.0569,-0.0321,0.0489,0.535,-0.0014,-0.0143,-0.0015,0.1389,0.3939,0.0,0.0,0.0,0.0,0.0
2026-08-28,1405.0,1445.0,1400.0,1440.0,8686800,-2.4,0.0056,0.0354,0.6126,-0.0377,-0.2378,0.8853,0.0433,0.0,-0.0003,-0.6665,0.0008,0.0008,-0.5307,1.5,0.3838,0.0055,-0.3128,-0.1228,0.0157,-0.0591,-0.2561,0.0099,-0.0697,-0.0646,500.0,0.2508,-0.0035,-0.0024,0.0415,-0.1861,0.2635,0.0803,0.4967,0.0095,-0.0043,0.004,0.3203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
