Date,Close,High,Low,Open,Volume,PD,AG,BQ,GR,HP,CC,NI,XL,SQ,YP,DH,OD,XC,KK,LG,AI,TP,AT,AZ,IH,YU,CP
2026-08-24,294.0,296.0,288.0,290.0,77900,-0.0033,0.0,-0.0012,0.0,0.0,-0.0015,-0.0002,0.0115,0.0,-0.0001,0.0,0.0,-0.0022,-0.0021,0.0,0.0,0.0,-0.0001,0.0,0.0,0.0,-0.0009
2026-08-26,298.0,298.0,290.0,298.0,103700,-0.0001,0.0,0.0,0.0,0.0,0.0077,-0.0001,-0.0181,0.0001,0.0,0.0,0.0,-0.0004,0.0,0.012,0.0,0.0,0.0,0.0,-0.0004,-0.0007,0.0
2026-08-27,296.0,296.0,288.0,290.0,97100,0.0001,0.0,0.0006,0.0,0.0,-0.0004,0.0001,-0.0013,0.0,0.0004,0.0,0.0003,0.0027,0.0,0.0049,-0.0073,-0.0004,0.0003,0.0,0.0,0.0,0.0
2026-08-28,292.0,300.0,290.0,296.0,14100,-0.0003,-0.0002,-0.0006,-0.0001,0.0,-0.0001,0.0001,0.0004,-0.0,0.0003,0.0,-0.0003,0.0002,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
