Date,Close,High,Low,Open,Volume,AZ,HP,EP,HD,ZP,MU,YP,YU,MI,TP,KK,XL,CD,BQ,PD,XC,DH,AK,BK,NI,CC,IF,SQ,GR,DP,LS,OD,XA,AO,DR,MG,RF,KI,LG,CP,AT,YB,PP,AI,PG,DX,YJ
2026-08-24,900.0,910.0,890.0,905.0,2646200,0.0032,0.0,-0.0878,0.0021,-0.1675,0.0,-0.5078,0.2259,0.0,0.045,0.6094,-0.0177,0.009,0.0586,0.2358,0.0461,0.0179,-0.2033,0.0058,0.0183,-0.1833,0.056,0.273,-0.0002,0.0,0.0,0.005,0.0181,0.0,0.0004,-0.1005,0.0179,0.0001,0.0045,-0.0036,0.0002,-0.123,0.0,0.2292,0.0014,-0.5229,0.0349
2026-08-26,895.0,900.0,885.0,900.0,1512700,0.1322,0.0,-0.0037,-0.0014,-0.0895,0.0,0.0272,0.0001,0.0224,0.0013,-0.0006,-0.0355,0.0089,0.0,0.0292,0.0295,0.0009,-0.0829,-0.0002,0.0077,-0.5786,0.0,-0.0183,0.0002,0.4475,0.0,0.2141,-0.0179,0.0,-0.0004,-0.0,0.0089,0.0002,-0.0533,0.0864,0.0002,-0.1238,-0.0107,0.0,0.0,0.0,0.0
2026-08-27,895.0,905.0,885.0,890.0,2080100,0.0147,0.0,0.0002,-0.0,-0.1783,0.0,0.0349,0.0018,0.0,0.0,0.0094,0.0405,0.0,0.0,0.0548,0.0014,0.0013,-0.0915,-0.0791,0.0001,-0.0172,0.0,0.8903,0.0445,0.3545,0.0134,-0.0002,0.0027,0.0001,0.0022,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,895.0,905.0,890.0,905.0,398300,-0.0096,0.0005,0.0037,0.0007,-0.0276,0.0004,0.0129,-0.0324,0.0024,-0.0013,0.1126,-0.0146,-0.0002,0.09,-0.0432,-0.0004,0.0023,-0.0367,-0.0217,-0.0119,-0.0289,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
