Date,Close,High,Low,Open,Volume,AZ,AG,QA,EP,HD,SQ,GR,KI,YP,IU,AI,LG,OD,AT,CP,KK,XL,YB,GI,BQ,XC,PD,DH,NI,CC,DR,MG,YU,DU,YJ,AO,ES,ZP,TP,XA,RO,RG,BR,PP
2026-08-24,94.0,95.0,91.0,93.0,1427500,0.0,-0.0,0.0001,0.0066,0.0,-0.0,0.0,0.0,-0.0076,0.0,0.0,0.0,0.0002,-0.0004,0.0066,0.0045,0.0024,0.0,0.0,0.0,-0.0018,-0.0044,0.0,0.0,0.0104,0.0,0.0219,0.0,0.0,-0.0368,0.0,0.0,0.0,0.0,0.0036,0.0,-0.0,-0.0,-0.0052
2026-08-26,96.0,98.0,86.0,94.0,22399700,0.0325,0.0,0.0,-0.0066,0.0,-0.2518,-0.0011,0.0,0.0442,0.0,0.0,0.0095,-0.0517,0.0,0.0638,-0.0182,-0.1257,-0.0102,0.0,-0.1416,-0.0452,-0.0608,0.0097,0.0006,0.1222,0.0006,0.6041,0.0,0.0094,-0.0141,-0.0148,0.0,-0.006,-0.0204,-0.1294,0.0008,0.0,0.0,0.0
2026-08-27,96.0,97.0,92.0,97.0,3957900,0.0004,0.0,-0.0001,0.0114,0.0,-0.0183,0.0,0.0,0.011,0.0,-0.0028,0.0001,-0.0387,0.0048,0.0104,0.0017,0.0439,0.0161,0.0,0.0025,-0.0105,0.0135,0.0,0.0078,0.0006,0.0,-0.0165,-0.0,0.0009,-0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,105.0,105.0,94.0,96.0,19719700,0.0266,-0.0002,-0.0001,0.002,0.0377,-0.0364,0.005,0.0,0.0047,0.0105,-0.003,-0.0001,-0.2954,-0.0052,0.6402,0.0042,-0.2815,-0.0938,0.0,0.0,-0.1452,-0.0204,0.059,0.0154,-0.2601,0.0034,0.3327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
