Date,Close,High,Low,Open,Volume,MG,PD,CP,RO,CC,KK,HP,YP,NI,SQ,EP,OD,DR,XC,XL,SA,YB,LG,HD,AT,BQ,YU,AZ,KI,GR,DX,XA,DH,PO,TP,GI,ZP,QA,IF,ZR,PI
2026-08-24,14.0,14.0,14.0,14.0,22984600,-0.0047,0.002,0.0084,0.0,0.0041,-0.0238,-0.0417,0.0617,0.0001,0.0041,0.0008,-0.0008,0.0002,0.0066,-0.0391,0.0,-0.0412,0.0,0.07,0.0003,0.0,0.0,-0.0025,0.0,-0.0033,0.0011,0.0,-0.0003,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,-0.0027
2026-08-26,13.0,14.0,13.0,13.0,31113700,0.061,-0.0075,0.0213,0.0,0.0012,0.0,-0.0357,0.0291,0.0001,0.0028,-0.0001,0.0006,0.0,0.0023,0.0239,0.0,-0.0001,-0.195,0.0003,0.0,0.0037,0.0,0.0052,0.0,0.071,0.0008,0.0013,0.0,0.0,0.0,-0.0,-0.0052,0.013,-0.0006,0.0065,0.0
2026-08-27,13.0,13.0,13.0,13.0,28361400,-0.1338,0.0031,0.0039,0.0,0.0064,0.0421,-0.035,-0.0432,0.0004,0.0137,0.0002,-0.0003,0.0,0.0242,0.1067,0.0,-0.0037,0.0,0.0026,0.0052,-0.0037,0.0026,0.0016,0.0,0.0156,0.0019,0.0026,-0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,13.0,14.0,13.0,13.0,6374300,-0.0102,-0.0059,0.01,0.0,0.0029,0.0014,-0.0332,0.0052,-0.0009,-0.0017,-0.0002,-0.0,0.0,0.0009,0.0296,0.0026,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
