Date,Close,High,Low,Open,Volume,AK,MG,HP,RO,SQ,OD,DH,MU,XC,AT,KK,PD,EP,CC,NI,YB,BS,ZP,XL,YP,CP,QA,DR,GR,AZ,LS,AG,XA,IF,IU,CD,LG,FS,BQ,KI
2026-08-24,258.0,262.0,256.0,258.0,424300,0.001,0.0,0.0,0.0,0.0,-0.0007,-0.0005,0.0,0.006,0.0001,0.0,0.0131,-0.009,-0.0014,0.0091,0.0001,0.0,0.0001,-0.015,-0.0045,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,-0.0007,0.0,0.0,0.0,-0.0045,0.0,0.0001,-0.0
2026-08-26,254.0,264.0,254.0,258.0,1292000,-0.0045,0.0,0.0,0.0,0.0001,-0.0004,0.0011,0.0,-0.0025,-0.0259,0.0005,0.0392,0.0394,0.0005,0.0264,0.0,0.0,-0.0001,-0.019,-0.0344,-0.0211,0.0039,0.0,0.009,-0.0101,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0019,-0.0002,0.0,0.0
2026-08-27,256.0,258.0,240.0,254.0,1338400,0.0058,0.0,0.0488,0.0001,0.018,0.0043,0.0029,0.0,-0.0145,0.0004,0.0353,-0.0188,-0.0003,0.0177,-0.0142,-0.0098,0.0,0.0,-0.034,-0.0246,0.0,0.0012,0.0005,0.0012,0.0052,0.0025,-0.0,-0.0,0.0,-0.028,0.0001,0.0,0.0,0.0,0.0
2026-08-28,252.0,260.0,246.0,260.0,597200,0.0015,0.0006,-0.0129,-0.0001,0.0126,0.0026,-0.0004,-0.0029,0.0008,0.002,0.0082,0.0057,0.0152,-0.0286,0.0004,0.0116,-0.0223,0.0031,0.0022,0.0055,0.0002,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
