Date,Close,High,Low,Open,Volume,MG,YB,CC,HD,NI,LG,KK,XC,GR,AZ,PD,TP,YJ,IF,DH,YP,DX,XL,CP,OD,SQ,BQ,EP,YU,DR,XA,SA,AT,IN,HP,AI,QA,AK,RO,ZP,MU,DU,AO,RS
2026-08-24,173.0,178.0,173.0,173.0,5070200,0.0,-0.002,-0.194,0.0002,0.1443,0.0,0.0001,0.0103,0.0067,0.0004,-0.0057,0.0,-0.0001,0.0,0.0043,-0.031,0.0,-0.1136,0.0523,-0.0053,0.1064,0.0006,0.0,-0.0001,-0.0266,0.0,0.0,-0.0017,0.0,0.0,0.0,0.0,-0.0002,0.0051,0.0,0.1223,0.0,-0.0519,-0.0209
2026-08-26,164.0,174.0,164.0,173.0,4166400,0.0025,0.0006,0.0143,0.0001,0.0261,0.0,0.018,-0.0273,-0.0049,0.0,0.0035,-0.0014,0.0001,0.0,0.0082,0.0536,0.0033,-0.1602,0.0723,0.0011,-0.0131,0.0,0.001,0.0029,-0.0008,0.0001,0.0,0.0002,0.0,0.0,0.0,0.0,-0.0004,-0.0002,0.0003,0.0,0.0,0.0,0.0
2026-08-27,173.0,173.0,164.0,164.0,4902900,-0.0025,0.0043,0.0683,-0.0003,-0.015,0.0,-0.0054,0.007,-0.0439,0.0,-0.0877,0.0018,-0.0,0.0002,0.0093,-0.0691,-0.0017,0.061,-0.097,-0.0072,-0.0833,-0.0021,-0.0056,-0.0,0.0001,-0.0003,-0.0086,-0.0003,0.2776,0.0009,0.0001,-0.0005,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,169.0,175.0,169.0,173.0,1720200,0.0017,-0.001,0.028,-0.0,0.0464,-0.0,0.0035,0.0132,0.0003,-0.0,0.0031,-0.0053,-0.0001,0.0007,-0.0171,-0.0275,-0.0038,0.0369,-0.0052,-0.0098,-0.0728,-0.0014,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
