Date,Close,High,Low,Open,Volume,YU,CD,AG,MG,CC,HD,NI,DR,XC,AZ,FZ,BB,PD,YJ,DH,XA,RO,YP,AT,DX,OD,ZP,AK,RG,YB,LG,KK,LS,GR,IF,IU,XL,JB,CP,AI,SQ,BQ,BK,EP,DU,PC,DP,DD,TP,KZ,HP,QA,KI,AP,ES,SH,PG,AR,TF,SF
2026-08-24,5275.0,5300.0,5150.0,5250.0,9759400,1.1,-0.0499,-12.3,-0.0526,-9.7,0.0328,1.3,0.3139,0.8434,-0.1428,0.0,0.0,0.2375,0.0005,-0.0298,-0.0436,-0.0088,1.2,0.0408,0.0153,-0.5924,-5.0,14.2,0.0,0.0287,-1.2,-0.8479,-0.0259,-0.1587,3.3,0.0005,0.9465,0.0,0.2583,-0.0124,-0.2607,1.1,4.2,-0.0555,0.0005,0.0005,0.0,0.0,1.4,0.0,-0.0015,-0.0021,0.0039,0.0,0.0,0.0,0.0,-0.0001,0.0026,0.0156
2026-08-26,5200.0,5350.0,5150.0,5275.0,15526000,-12.2,-4.8,-0.5383,-0.1055,-0.6495,-0.1036,11.8,-0.2869,-1.4,4.5,0.0,2.2,-1.1,0.0,-0.0904,0.5289,-0.1049,-1.5,0.0009,0.6013,-0.3554,-0.3409,-2.5,0.0,-0.0931,-3.0,-1.3,0.0068,0.0534,0.0177,0.0,-1.3,0.0,-0.7322,0.0215,-4.3,0.1671,4.3,-0.1512,0.0,0.0005,0.0,0.0,0.3413,13.1,-0.1069,-0.0364,0.0,0.0,0.0,0.0026,-0.5325,0.0,0.0,0.0
2026-08-27,5300.0,5300.0,5150.0,5200.0,4128900,0.0627,-0.012,0.1522,0.0,0.0492,-0.6622,0.7583,0.6107,0.1171,0.351,0.0,0.0,0.1499,-0.053,0.1722,-0.0528,0.0503,-0.009,-0.0005,-0.019,-0.1509,0.2477,0.2929,0.0041,-0.0678,-0.1239,0.1796,0.0198,-0.8946,0.0016,0.0064,0.5158,0.0,0.0012,-0.0021,-0.9374,-0.762,0.3138,-0.1771,-0.0001,-0.0005,-0.2881,0.0079,-0.0033,0.1065,0.0093,-0.0155,-0.0413,0.0983,-0.0053,0.0,0.0,0.0,0.0,0.0
2026-08-28,5225.0,5300.0,5175.0,5250.0,6132000,-0.4458,-0.0125,1.0,0.0568,-5.7,0.5912,-1.5,0.5469,0.1116,-0.2308,0.0705,1.0,-0.0115,0.1199,0.1399,0.0172,-0.0299,0.579,0.0668,-0.9558,1.2,-1.4,-5.2,-0.0344,0.0497,0.0366,0.6952,0.0109,1.2,-0.0016,-0.0021,3.7,0.0703,0.0244,-0.0309,0.7319,0.0182,3.3,0.1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
