Date,Close,High,Low,Open,Volume,PD,AG,DR,GR,CC,NI,YB,RO,TP,XL,YP,CP,YJ,XC,KK,DX,TF,BQ,MG,XA,SQ,AZ,EP,OD,ZR
2026-08-24,382.0,388.0,380.0,380.0,84500,-0.0042,0.0,-0.0005,0.0,-0.0003,0.0021,0.0,0.0,0.0004,0.0011,0.0019,0.0,0.0004,0.0003,0.0,-0.0015,0.0,0.0,0.0,-0.0006,0.0013,0.0,0.0,0.0,-0.0004
2026-08-26,376.0,388.0,376.0,382.0,134800,-0.0023,0.0,0.0,0.0,0.0133,-0.0014,-0.0019,-0.0,0.0007,0.0206,0.0079,0.0,0.0004,-0.0395,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022,0.003,0.0001,0.0
2026-08-27,380.0,388.0,370.0,376.0,206700,0.0004,0.0,0.0004,0.0037,-0.0166,-0.0029,0.0,-0.0009,-0.046,0.019,-0.0025,0.0,0.0008,-0.0001,0.0,0.0,0.0,0.0058,0.0386,0.0002,0.0,0.0,0.0,0.0,0.0
2026-08-28,376.0,380.0,362.0,380.0,88500,-0.0004,-0.0003,0.0007,0.0013,-0.0067,-0.0015,0.0001,-0.0003,0.0006,0.0108,0.0,0.0001,0.001,0.0003,0.0003,-0.006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
