Date,Close,High,Low,Open,Volume,TP,SF,YB,XL,LS,KK,DH,YU,QA,IF,AI,XA,ZP,YP,AF,PC,AH,CC,DX,BQ,PD,GR,OD,IN,XC,AK,AT,TS,YJ,DR,HP,LG,NI,AZ,CP,AG,BK,RO,SQ,II,HD,KZ,JB,KI,BB,MU,SA,BR,MG,ZR,RF,OK,AO,DP,EP,CD,IU,AR,MI,SH,FZ
2026-08-24,1280.0,1295.0,1260.0,1280.0,51321900,-3.1,0.0404,-0.7419,5.3,0.0105,0.8896,0.0504,-0.1748,0.0027,-0.2097,-0.0045,-0.3946,-0.3701,-0.8711,0.0,0.2579,0.0,0.2923,-0.2301,-0.0622,1.5,-1.1,3.4,0.0128,2.9,-7.9,-2.1,0.0,0.0575,0.1771,0.0049,0.067,0.5576,-0.0725,1.9,-0.0013,-1.6,0.0023,-3.4,11.0,-0.0797,0.0,0.0,0.0,-6.0,0.0,0.0,0.0129,0.0783,0.0,0.0051,0.0,0.0141,0.0,0.0024,-0.064,0.0,0.0,0.0,-0.0449,-0.091
2026-08-26,1220.0,1260.0,1205.0,1250.0,86297200,0.6236,-0.0301,4.5,14.1,0.0,-0.1333,0.1907,-9.5,0.0,2.3,0.0,0.2117,-8.5,0.6176,0.0,0.0,-0.0093,0.0,0.0,0.6192,0.9599,0.4351,0.9904,0.615,1.6,-11.9,0.6622,0.0,0.1884,0.7586,0.0,-13.1,1.8,3.0,0.4481,0.0,-2.0,0.0,3.4,5.0,0.1753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684,0.0,0.0,0.0,0.0,0.0,0.5934,-0.3013,-0.0074,0.245,-0.0098,0.0,0.0
2026-08-27,1245.0,1255.0,1165.0,1200.0,70940800,-0.2234,0.0,1.4,-0.9009,0.4495,0.098,-0.1248,-5.0,0.0,8.8,-0.0347,0.6001,-2.7,1.6,0.0124,0.0258,-4.8,-2.1,-0.3997,2.2,-5.2,-0.4566,-0.0563,0.0,0.4903,1.7,-0.2517,0.0,-0.0448,1.2,-0.0135,-1.3,0.5518,-0.2709,1.5,0.0,-1.9,0.0,0.4148,3.7,-0.0295,0.1277,-0.0024,0.4821,-0.268,0.0114,0.12,-0.0407,-0.2375,-0.063,0.6225,0.0246,0.0431,-0.0591,0.2758,0.0061,0.0,0.0,0.0,0.0,0.0
2026-08-28,1255.0,1275.0,1245.0,1265.0,63654600,0.1668,0.0092,3.6,-2.2,0.1258,-0.3863,-0.1974,2.2,0.0821,-1.9,-0.0633,-0.5855,-2.3,-0.8052,0.0126,-0.28,-0.177,-1.9,-0.7944,4.0,-5.1,0.8995,-0.6963,-0.6275,-1.2,7.7,-0.3038,-0.6325,-0.1138,-1.3,-0.2473,-0.4779,-0.3221,0.252,4.9,0.2842,-0.7678,0.0048,-0.8766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
