Date,Close,High,Low,Open,Volume,AG,YB,CC,LG,DR,KK,XC,PD,YP,XL,CP,OD,SQ,KI,ZP,AK,NI,RO,AT,BK,GI,BQ,AZ,QA
2026-08-24,720.0,720.0,700.0,720.0,149600,0.0,0.0144,0.0202,0.0017,0.0,0.0011,-0.0432,0.0013,0.0056,-0.0244,0.0223,0.0001,-0.0051,0.0,0.0007,0.0053,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,-0.0001
2026-08-26,730.0,735.0,700.0,715.0,599000,0.0,0.0,-0.0201,0.0,0.0,0.0008,-0.1375,-0.0026,-0.0246,-0.0171,-0.0265,0.0001,-0.0313,0.0,-0.1199,0.0004,0.0001,0.0,0.0,0.0,0.0005,0.3776,0.0,0.0
2026-08-27,740.0,740.0,715.0,730.0,76600,0.0,0.0187,-0.0005,-0.0019,0.0,-0.0015,-0.0038,-0.0002,0.0217,-0.0028,-0.0036,-0.0003,-0.0182,0.0,-0.0065,-0.0009,-0.0001,-0.0007,0.0001,0.0007,0.0,0.0,0.0,0.0
2026-08-28,735.0,740.0,705.0,720.0,111200,0.0072,0.0045,-0.0016,0.0007,-0.0001,0.0011,-0.0108,-0.0002,0.0016,-0.0147,-0.0001,-0.0005,-0.0045,-0.0001,0.019,-0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
