Date,Close,High,Low,Open,Volume,AZ,HP,QA,EP,ZP,SQ,GR,KI,MU,YP,YU,DU,LG,OD,AT,TP,KK,CP,XL,XA,YB,DX,BQ,PD,XC,DH,AK,YJ,NI,CC,IF,DR,MG,RO,SF,AI,CD,BK,IN,AG,EL,TF,AO,JB,AD
2026-08-24,159.0,176.0,134.0,135.0,267602500,0.0028,-0.0403,-0.0019,-0.0367,-0.0368,0.0395,-0.0738,-0.0079,-0.0165,2.1,-0.0007,-0.0,0.1992,-0.0206,0.0353,0.008,-0.4329,0.3159,-1.6,0.185,0.0351,0.0068,-0.0976,0.08,0.0674,0.0009,-0.0005,-0.005,-0.1057,-0.5971,-0.0,-0.0023,0.0924,-0.0059,0.0,0.0026,-0.0044,0.0,0.0,-0.0072,0.0,0.0,-0.0068,0.001,0.0001
2026-08-26,148.0,199.0,148.0,171.0,363096700,0.015,-0.0244,-0.002,-0.0122,0.027,1.1,0.1498,0.0032,-0.0023,-2.6,-0.0052,0.0,-0.2138,-0.01,0.0039,-0.0046,0.3148,-0.2774,-0.5195,-0.2529,-0.0129,-0.0198,-0.0763,0.5002,0.0723,-0.0076,0.0897,0.056,0.1322,1.6,0.0113,-0.0053,-0.0962,0.0493,0.0001,0.0574,0.0055,0.0028,0.0011,-0.0003,-0.0057,0.0003,0.0004,0.0,0.0
2026-08-27,146.0,153.0,141.0,148.0,25022200,-0.0006,-0.004,0.0002,0.0,0.0,-0.3994,-0.033,0.0002,0.0,-0.1322,0.0002,0.0,0.0015,-0.0086,0.0124,0.0,-0.0139,-0.0009,-0.097,0.0049,0.0635,0.0,0.0056,-0.1463,0.1211,0.0,0.1025,0.0059,0.0152,0.4494,0.005,0.0,0.0321,-0.0003,-0.0,-0.0604,-0.0,0.0782,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,149.0,158.0,147.0,149.0,19648000,0.0085,0.0017,0.0032,-0.0052,0.0457,-0.0425,0.0067,-0.0001,-0.0008,-0.0153,-0.0002,0.0,-0.0017,0.0046,-0.0193,-0.0152,0.0055,-0.0002,0.0452,0.0019,0.0427,0.0004,-0.0103,0.1498,-0.032,0.0019,-0.0802,-0.0062,-0.0296,-0.1016,-0.006,0.0272,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
