Date,Close,High,Low,Open,Volume,TP,PD,AZ,GR,AG,KK,CC,YP,XA,DH,SQ,NI,DR,XC,XL,YB,LG,CP,EP,HD,AT,BQ,HP,MG,KI,OD,RO,YJ,ZP
2026-08-24,30.0,30.0,30.0,30.0,2506200,0.0,-0.0028,-0.03,0.0,0.0,-0.0016,-0.008,-0.0015,0.0002,0.0,-0.0,-0.0148,0.0,-0.0016,0.0042,0.0459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0001,0.0056,-0.0001
2026-08-26,28.0,29.0,28.0,28.0,4405400,0.0003,-0.0025,0.0,0.0028,0.0,0.0014,0.0039,0.0104,0.0002,0.0084,0.0,0.0002,-0.0263,-0.0042,0.0311,-0.0,0.0,0.0,0.0003,0.0004,-0.0028,0.0077,0.0002,0.0001,-0.0308,-0.0009,0.0,0.0,0.0
2026-08-27,28.0,29.0,28.0,29.0,1228100,0.0,-0.0016,0.0,0.0028,0.0,0.0056,0.0002,-0.0009,0.0003,0.0,-0.0002,0.0034,0.0042,0.0016,-0.0046,-0.0115,0.0,-0.0011,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,29.0,29.0,29.0,29.0,878300,-0.0003,-0.0103,0.0,0.0011,0.0015,0.0068,0.0006,-0.0041,0.0003,0.0,0.0,-0.0,0.0006,0.0006,0.0028,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
