Date,Close,High,Low,Open,Volume,DH,YU,NI,YP,AZ,XL,KK,AG,BQ,PD,XC,OD,SQ,AK,ZP,YB,CP,CC,EP,XA,GR,RO,TP,LG
2026-08-24,260.0,270.0,260.0,268.0,751900,0.0001,0.0,0.0001,-0.0029,0.0002,-0.0045,0.0017,0.0,0.0,-200.0,0.055,800.0,0.0609,0.0212,0.0,0.0,0.006,-0.0085,-0.0028,0.0,-0.0568,-0.0001,-0.0171,-0.0523
2026-08-26,258.0,270.0,252.0,260.0,2304500,-0.0,0.0,-0.0004,-0.0002,0.001,-0.0397,0.0072,0.0001,0.0022,0.0032,-0.082,0.0007,0.2085,0.0154,-0.0193,0.0,-0.0064,0.0138,-0.0001,0.0,-0.104,800.0,0.0,0.0
2026-08-27,262.0,262.0,250.0,258.0,1240900,0.0051,0.0,-0.0004,0.0006,0.0,0.027,0.0015,-0.0001,0.0013,0.0006,0.0016,0.0054,-0.0456,0.0252,-0.0188,0.0,0.0071,-0.0103,-0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,260.0,262.0,260.0,262.0,238100,-0.0019,0.0013,0.0,0.0003,0.0001,-0.0329,-0.011,-0.0088,-0.0053,0.005,0.0001,0.0001,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
