Date,Close,High,Low,Open,Volume,SH,RO,CC,YP,HD,NI,KK,LS,XC,CP,OD,GR,XL,SQ,PD,EP,XA,MG,AG,TP,KI,BQ,YB,LG,ID,DH,AH,QA,DR,AZ,ZP
2026-08-24,179.0,195.0,175.0,176.0,6449700,0.0,-0.0001,0.0113,-0.0128,-0.0002,-0.0287,-0.0292,0.0542,-0.0212,0.0027,0.0172,0.013,0.0229,0.0006,-0.0083,-0.0135,0.0051,-0.0013,0.0001,0.0,0.0001,-0.0108,0.0007,0.0,0.0,0.0009,-0.0004,0.0002,0.0062,0.0011,-0.0098
2026-08-26,177.0,182.0,173.0,179.0,773300,0.0,0.0001,0.0086,-0.0031,0.0,0.0022,0.0091,0.0,-0.013,-0.0045,0.0339,-0.0002,-0.0246,0.0,-0.0143,-200.0,-0.0005,0.0169,-0.0,0.0,0.0,0.0006,0.0014,-0.0012,-0.0,-0.011,-0.0002,-0.0002,0.0,0.0,0.0
2026-08-27,179.0,180.0,175.0,177.0,1222800,0.0,0.0,-0.007,0.0015,0.0,0.0033,0.0006,0.0,0.0066,-0.0671,0.0664,0.0,-0.0101,-0.0,0.0063,-0.001,0.022,-0.0072,-0.0001,-0.0133,-0.0005,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,178.0,182.0,177.0,179.0,678800,0.0063,-0.0001,-0.0114,0.003,0.0002,-0.0081,-0.0202,0.0263,0.0134,0.0002,0.0004,-0.0178,-0.0036,-0.001,0.0086,0.0036,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
