Date,Close,High,Low,Open,Volume,AZ,AG,HP,EP,FZ,SQ,GR,LS,YP,AI,OD,AT,CP,KK,XL,DX,BQ,PD,XC,YJ,DH,NI,CC,DR,KI,YU,LG,TP,CD,RO,SH,XA,YB,IF,MG,QA,ZP,HD,DU
2026-08-24,192.0,220.0,191.0,195.0,58324000,0.0488,-0.0211,0.0004,-0.0569,-900.0,-0.0299,-0.054,0.0,-0.2103,-0.0068,-0.05,0.0021,0.0125,0.0187,0.6215,-0.0,0.007,-0.0213,0.2099,0.0011,0.0488,-0.0041,-0.2456,0.023,0.0021,0.0057,0.0157,-0.3157,0.0,0.0118,0.0,-0.004,-0.0093,0.0,-0.0105,0.0001,0.0104,-0.0,0.0
2026-08-26,179.0,190.0,178.0,190.0,7899300,-0.0002,0.0,-0.0006,0.0455,0.0,0.0407,0.0178,0.0,0.1313,0.0164,0.0255,0.0001,0.0056,0.0164,-0.2693,0.005,0.0,0.0229,-0.0188,0.0007,-0.0024,-0.0145,-0.034,0.0001,0.0015,0.0049,-0.0005,-0.0005,0.0,-0.0108,0.0,0.0026,0.0007,0.0092,0.0045,0.0,0.0,0.0,0.0
2026-08-27,184.0,186.0,176.0,178.0,2661800,0.0009,-0.0,0.0,-0.0295,0.0,-0.0,0.0005,0.0,-0.0349,-0.0101,0.0045,0.0,-0.0122,-0.0114,-0.0413,0.0,0.0,-0.0059,-0.0268,-0.0009,0.0155,0.0075,0.1238,0.0033,-0.0001,0.0001,0.0096,0.0074,-0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,185.0,189.0,182.0,185.0,2253900,0.0001,0.0001,-0.0,-0.0061,0.0002,-0.0112,0.0057,0.0069,0.005,-0.0008,0.0044,0.0001,-0.0037,-0.0002,-0.0492,0.0009,-0.0,0.0219,0.0106,0.0079,0.0019,0.0019,-0.0022,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
