Date,Close,High,Low,Open,Volume,KK,XL,FZ,DX,XC,PD,YP,CC,QA,OD,BQ,LG,AT,AZ,SQ,GR,DH,AK
2026-08-24,324.0,334.0,324.0,334.0,99300,0.0,-0.0009,0.0296,0.0,-0.0013,0.0006,-0.0097,-0.0004,0.0,0.0002,0.0,-0.0001,-0.0001,0.0001,-0.0007,0.0001,0.0,-0.0174
2026-08-26,328.0,330.0,324.0,324.0,41300,-0.0011,0.0011,0.0082,-0.0002,0.0033,0.0,-0.0004,-0.0111,0.0,0.0002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,326.0,328.0,324.0,324.0,44500,0.0,0.0009,0.0041,0.0,-0.0075,0.0044,0.0002,-0.0002,-0.0,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,328.0,330.0,326.0,326.0,36900,-0.0014,0.0009,0.0065,-0.0001,0.0038,0.0,-0.0066,-0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
