Date,Close,High,Low,Open,Volume,PC,AG,QA,GR,LS,YP,BR,OD,CP,XA,PD,DH,AK,BK,NI,SF,CC,AZ,ES,RX,EP,FZ,HD,ZP,SQ,KI,AI,YU,BB,AT,TP,KK,XL,TF,YB,CD,BQ,XC,AR,AO,IF,DR,HP,KZ,LG,AF,ID,IT,RO,RS,DX,YJ,YO,SS,RG,MU,JB,RF,IN,MG,FS,DP,SH,RB,ZR
2026-08-24,1540.0,1560.0,1510.0,1525.0,36377100,0.0059,0.0,0.0,2.1,0.5135,-0.83,-0.3051,0.0604,0.0368,-0.0333,-0.8874,-0.6658,3.7,0.7207,-0.7046,0.0192,-2.9,0.004,-0.0464,10.7,-0.2941,0.0152,0.1983,-6.4,-0.7672,-1.1,-0.152,0.9705,-3.6,0.0082,0.5078,-1.6,-2.0,0.0,0.1206,-0.3718,-0.0245,-0.412,0.0,-0.0778,0.0,0.1062,0.2606,0.766,-0.092,0.0,0.0,0.0,0.0316,0.0,0.0442,0.0,0.0,4.7,0.0,0.0,0.0,0.0,-0.0155,1.5,0.0353,-3.6,0.0031,-0.0763,-0.038
2026-08-26,1520.0,1550.0,1515.0,1545.0,52147400,0.0,-0.1104,-0.0177,5.2,-0.3045,0.7646,0.0,0.9399,0.8539,-0.0431,0.098,-0.0096,0.7655,-6.1,-7.4,0.0,-6.4,-0.0474,0.0152,21.4,0.0643,0.0,-0.2484,9.0,-1.6,0.0708,0.0,-0.8972,-4.9,0.0635,0.0578,-3.1,1.4,0.0,-0.0417,-0.003,0.2234,-0.6347,0.0,0.0,0.0233,0.253,0.0125,3.2,0.0893,0.0,0.0,0.0,0.0084,0.0,0.0214,0.0015,0.0,-12.2,0.0023,-0.0024,-0.0015,-0.304,0.0153,-0.1487,0.0,0.0,0.0,0.0,0.0
2026-08-27,1535.0,1540.0,1515.0,1520.0,26339500,-0.0054,-0.1106,0.0029,1.0,0.0032,-1.2,0.0,-0.2719,-1.5,0.0,-0.1441,-0.2944,12.2,1.6,-0.1003,0.0,-1.3,0.0466,-0.0153,0.0,-0.3866,0.0,0.065,2.2,-0.1464,0.0139,0.0015,-6.8,-10.3,-0.0127,0.0281,1.8,0.8345,0.0,0.3124,0.0055,0.1254,0.0515,0.0,0.1412,0.0026,-0.3795,0.0147,2.7,-0.0685,-0.0768,-0.0077,-0.0169,-0.0217,-0.0077,-0.0015,-0.0061,-0.0358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1510.0,1530.0,1500.0,1530.0,57344100,0.2408,-3.6,0.0513,-1.7,0.1671,8.6,2.0,1.3,5.5,0.424,2.2,1.9,-8.2,-2.2,0.7904,-0.0005,-3.8,-0.4024,0.3996,-1.6,0.7769,-0.0051,0.4286,-8.3,-1.7,0.0488,0.1799,0.5352,-5.6,0.1132,0.0774,-0.3101,7.4,-0.0074,0.2853,-0.0074,0.6905,2.2,0.1028,-0.1373,-0.1101,0.9681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
