Date,Close,High,Low,Open,Volume,AK,DR,GR,MG,HP,RO,SQ,OD,DH,XC,YU,AT,KK,LG,PD,AZ,IN,EP,CC,NI,AI,YB,XL,ZP,YP,HD,CP,CD,DX,BK,YJ,XA,BB,IF,GI,KI,BQ,TP,AG,MI,KZ,IU,QA,AR,PC,BS
2026-08-24,8000.0,8075.0,7825.0,7900.0,3744900,5.7,0.08,-0.1067,0.0262,0.0,0.0111,0.1327,-0.1488,-0.4074,-0.193,-0.0444,-0.0072,-0.0428,-0.0303,4.3,-0.1172,0.0,-0.0064,2.2,0.211,0.0,0.0318,-0.2183,0.1101,-0.9024,0.2177,0.1228,-0.08,8.3,0.7425,-0.004,-0.0024,0.79,0.0,0.0,-0.0047,-0.5996,-20.3,0.3088,0.0,0.0,0.016,0.0,0.04,-0.0751,0.0493
2026-08-26,7825.0,8000.0,7825.0,7950.0,1347600,-0.2567,0.0,-0.004,0.0,0.0,-0.0278,-0.0434,0.4062,0.4872,0.0412,0.2985,-0.0374,-0.0913,0.0284,-1.4,0.0628,0.0,-0.7169,-0.7196,0.1599,0.0,-0.0793,-0.2451,0.411,0.6892,-0.1433,-0.0491,0.313,0.0126,-0.4905,0.0,0.0009,2.4,0.0016,0.0,0.0024,-1.1,-0.0056,-0.004,0.1125,0.0008,-0.0157,-0.0008,0.0,0.0,0.0
2026-08-27,8000.0,8000.0,7700.0,7725.0,781600,0.0089,-0.0497,0.0142,-0.0477,0.0593,0.0032,-0.005,-0.444,-0.0016,0.056,0.0,-0.0343,-0.0935,0.0079,-0.1253,0.0,0.0,-0.02,-0.4785,0.7234,0.0,0.0047,-0.0486,0.4369,-0.2628,-0.0671,0.202,-0.16,-0.012,0.14,-0.012,0.0046,0.2852,-0.0618,-0.0095,-0.0008,-0.004,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,7975.0,8000.0,7900.0,8000.0,546500,-0.5554,-0.0016,-0.0477,-0.0238,-0.0595,-0.0032,-0.0759,-0.2746,-0.1603,-0.012,-0.4216,-0.0016,-0.0008,-0.0016,-0.0796,0.0198,-0.1651,-0.0562,0.14,0.4123,0.0016,-0.0398,0.3292,1.2,-0.2283,-0.0048,0.1368,-0.0002,-0.0079,-0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
