Date,Close,High,Low,Open,Volume,AK,GR,YB,MG,XL,HD,AT,KK,DR,PG,AO,LG,DH,YU,QA,NI,XA,KI,YP,AZ,SQ,CP,CC,EP,DX,AG,CD,BQ,PD,RG,XC,OD,RO,ZP,TP,RF,HP,ES,YJ,IF
2026-08-24,92.0,93.0,91.0,93.0,13852200,-0.0026,0.0093,0.0348,-0.0028,0.3077,0.0021,0.0012,0.0221,-0.0095,0.0,0.0202,-0.0223,-0.0634,0.0046,0.0005,-0.2081,0.0013,0.0001,0.0037,-0.0019,0.0344,0.01,-0.1165,-0.0277,0.0047,0.0002,0.0,-0.0046,-0.0058,-0.0114,0.0124,0.0062,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,91.0,93.0,91.0,92.0,16087600,0.0037,0.0087,0.0098,-0.0304,-0.1672,-0.0021,-0.0191,0.0013,0.0009,0.0821,0.0,0.0014,-0.0007,0.0009,0.0004,0.0104,0.0,0.0009,0.0033,0.0188,0.0175,0.0061,-0.125,0.0,0.0,0.0001,0.0,0.0,-0.0877,0.0,-0.0494,-0.0755,0.0005,0.215,0.0,0.0,0.0,0.1002,0.0749,0.0
2026-08-27,93.0,93.0,91.0,91.0,18604500,-0.0001,-0.0245,-0.0404,0.0,-0.0726,0.0,-0.0005,0.0003,0.0006,-0.0692,-0.0202,0.0023,0.0006,-0.7144,-0.0003,0.0177,0.0,0.0001,0.0068,-0.0012,0.0043,-0.1224,0.5808,0.0001,0.0012,0.0001,0.0,0.0,-0.0307,0.0,0.0206,-0.002,0.0,-0.0018,0.0,0.465,-0.0001,0.0,0.0,0.0
2026-08-28,93.0,93.0,92.0,93.0,5183600,-0.0018,-0.0031,0.0086,0.001,0.1198,0.0013,0.0009,0.0003,0.0043,-0.0186,0.0,0.0159,-0.0179,-0.0018,-0.0005,0.0098,-0.0005,-0.0001,0.0649,0.0023,0.0012,0.0007,-0.221,-0.011,0.0001,0.0001,-0.0003,0.0,0.034,0.0,0.0032,-0.0009,-0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0
