Date,Close,High,Low,Open,Volume,AG,PC,HP,RG,GR,MU,BR,KZ,IU,YP,LG,OD,CP,XA,PD,BK,AK,DH,NI,CC,IT,RO,FS,RF,AZ,ES,EP,FZ,HD,ZP,SQ,KI,AI,YU,DU,SH,AT,KK,DD,XL,OK,YB,CD,BQ,XC,YJ,AO,IF,DR,MG,QA,LS,BB,TP,RB,DX,SS,SF,BS,RS,IN
2026-08-24,2480.0,2510.0,2380.0,2410.0,33941000,0.0,0.0,0.0998,0.0052,-1.1,0.0,0.0,0.0,0.0,-2.9,8.4,-1.2,2.2,0.5013,-1.9,-4.4,2.1,-0.3517,-3.6,-7.5,-0.0243,0.1744,-0.0326,0.0,-0.2234,0.0,-0.9178,0.0049,0.0,16.0,-2.4,-0.041,-0.1213,-0.5486,0.0,0.0,-0.0587,1.5,0.0,-6.4,0.0,0.0612,0.0273,-0.3284,-2.5,0.0,0.0,0.0162,7.0,0.9604,0.0,0.5966,0.0,-0.4197,0.0,-2.7,0.0049,-0.0239,-0.0173,-0.0124,0.0012
2026-08-26,2420.0,2470.0,2410.0,2460.0,19885800,-0.0601,0.0,0.0649,0.0,-2.0,0.0,0.0,0.1739,0.0,1.5,0.0646,1.0,-0.9389,0.1542,1.2,-4.0,-5.7,0.0922,0.1395,-4.0,0.0486,-0.1309,0.0,0.0,0.0772,0.0,0.0737,0.0,0.0,6.4,0.4705,0.0,0.443,0.1944,0.0,0.0,0.0795,0.6976,0.0,1.0,0.0,0.0,0.0,0.1127,0.603,0.3879,0.0,1.9,0.1146,0.2354,-0.0005,-0.492,0.0,-0.1059,-0.0492,-0.0215,0.0,0.0,0.0,0.0,0.0
2026-08-27,2500.0,2510.0,2400.0,2410.0,23812700,0.0,0.0,-0.0317,0.0,-0.5995,0.0,0.0,0.0,0.0,-3.3,-0.2764,0.7545,-1.4,-0.2582,-4.2,0.2265,8.5,2.4,-1.0,0.661,0.0,0.1463,0.0,0.0,-0.3247,-0.1153,-0.3249,0.0,0.1105,14.3,-4.5,0.0535,-0.4361,-0.0444,0.0,-0.125,-0.0704,-0.7346,0.0,-8.2,-0.1245,-1.1,0.0172,-0.0709,-2.5,0.0,0.3383,1.4,0.7416,-0.0666,0.0786,0.0024,0.4416,-0.4598,-0.0494,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,2530.0,2640.0,2510.0,2540.0,37465600,0.1742,-0.1621,0.0012,-0.1392,-0.5246,0.6995,0.0123,0.0018,0.0005,-0.3478,0.6957,-0.2245,-1.6,-1.0,2.6,-5.9,-4.4,-0.7423,2.3,-0.2986,0.0254,-0.1567,0.4943,0.0789,0.0653,0.0754,-0.3336,-0.2605,0.0522,-2.0,2.0,1.1,-0.3823,2.5,0.0005,0.785,-0.0874,1.3,0.0078,1.7,-0.1315,-0.2633,-0.0867,-0.3034,2.3,-0.5135,-0.1025,-0.4328,1.6,-0.1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
