Date,Close,High,Low,Open,Volume,CP,KK,XL,QA,BQ,PD,XC,AK,YP,NI,CC,LG,OD,AT,EP,YB,SQ,DH,TP,AZ,AI,YU
2026-08-24,338.0,354.0,320.0,350.0,501300,0.0,0.0199,-0.0349,0.0,-0.0,-0.0042,0.0011,0.0113,-0.0077,-0.0019,0.0042,0.0,0.0047,-0.0037,-0.0004,0.0,0.0,0.0,0.0044,0.0067,-0.0,0.0003
2026-08-26,328.0,356.0,322.0,356.0,126700,0.0,0.0197,-0.0017,0.0006,0.0,0.0002,-0.001,0.0002,-0.0065,-0.0037,-0.0013,0.0,-0.0018,-0.0048,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-27,338.0,338.0,296.0,328.0,85100,0.0,0.0091,-0.0121,0.0,-0.0004,-0.0005,-0.0007,0.0001,-0.0003,0.0032,0.0024,0.0,-0.0009,0.0001,-0.0,-0.0002,0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,330.0,342.0,310.0,336.0,135500,0.0109,0.0059,0.0094,-0.0001,0.0013,0.0002,-0.0183,0.0003,-0.0084,-0.0012,-0.0024,0.0016,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
