Date,Close,High,Low,Open,Volume,LG,HD,PD,CP,AT,RO,BQ,HP,ZP,TF,NI,SQ,EP,DR,IF,QA,XL,CD,YB,ES,MG,YU,AZ,KI,AK,GR,CC,KK,DX,YP,DH,OD,BB,XC,KZ,TP,AI,BK,YJ,XA,PG,FS,PC,ZR
2026-08-24,314.0,314.0,310.0,312.0,9994900,0.0289,-0.0031,-0.0776,0.0476,-0.004,-0.01,0.0114,0.0,0.0069,0.0003,0.01,0.1807,-0.165,0.1884,0.0006,-0.0041,0.448,0.0,-0.018,-0.0016,0.0015,-0.1181,-0.0178,0.0054,-0.2963,-0.0421,-0.4728,-0.0189,0.0,0.421,-0.2085,-0.0757,0.0,0.1588,0.0062,0.0094,0.0059,0.0,0.0001,-0.003,0.0,0.0063,-0.0,-0.0013
2026-08-26,308.0,314.0,306.0,312.0,9803600,0.0031,-800.0,-0.0955,-0.0124,0.0019,0.0002,0.0013,0.0,0.0436,0.0003,0.0488,0.0487,0.0261,0.0418,-0.0012,0.0002,0.0647,0.0001,0.0313,0.0031,-0.1544,0.0,0.3672,-0.0051,-0.0114,-0.0564,-0.0923,-0.3207,0.0033,-0.0084,-0.1212,0.0475,-0.2129,0.2629,0.0031,0.0,-0.0121,-0.0652,0.0004,0.0155,0.154,0.0,0.0,0.0
2026-08-27,312.0,312.0,304.0,306.0,8844900,0.0,0.0015,-0.023,0.0777,0.0001,-600.0,-0.0045,-0.0099,-0.2718,0.0003,0.0378,0.0009,0.0011,0.0062,0.0009,0.0,-0.5208,0.0,0.0207,-0.0,0.0,-0.1172,-0.0212,0.0007,0.111,0.0655,0.3956,0.067,0.0284,0.1729,0.0826,0.1071,-0.2195,-0.0935,0.0,0.0,0.0125,0.0908,0.0002,0.0,0.0,0.0,0.0,0.0
2026-08-28,312.0,314.0,308.0,312.0,8238000,-0.0948,-0.0013,0.0176,0.1178,-0.0014,-0.0415,-0.0001,0.0065,0.0793,0.0003,0.3878,0.0931,-0.0038,0.0132,0.0002,-0.0022,-0.0847,0.0,-0.0258,-0.0,-0.0015,-0.0062,0.1406,0.0006,-0.0505,0.225,-0.3342,0.0462,0.0002,0.1573,0.173,-0.3118,-0.228,-0.0022,-0.2531,-0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
