Date,Close,High,Low,Open,Volume,BQ,GR,DR,MG,RO,SQ,OD,XC,KK,PD,XA,CC,NI,AI,XL,YP,HD,CP,ZP,KI,AZ,PC,FZ,YJ,AT,IF,TP
2026-08-24,164.0,175.0,161.0,168.0,1246300,-0.0002,0.0,-0.0537,0.0,0.0,0.0,-0.005,-0.0033,0.0184,0.0017,0.0,0.0095,0.0552,0.0,-0.0163,-0.0119,0.0,0.0004,-0.0121,0.0001,0.0001,0.0,0.0,-0.0002,0.0002,0.017,0.0
2026-08-26,160.0,169.0,157.0,164.0,659900,0.0045,0.0,0.0287,-0.0,0.0,-0.0476,0.0037,0.0052,-0.0036,-0.0057,0.0,0.0045,0.0001,0.0035,-0.0084,0.0166,0.0,-0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,163.0,164.0,158.0,158.0,314600,0.0,0.0001,0.0,0.001,0.0,0.0,0.0004,0.0034,0.0059,-0.0153,0.0008,-0.0034,0.0,0.0,0.0104,0.0011,-0.0075,0.0002,0.0033,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,168.0,169.0,164.0,164.0,538600,0.0,0.0001,-0.0005,-0.001,-0.0001,-0.0,-0.0,-0.0056,0.0027,-0.0038,-0.0008,-0.013,-0.0092,0.0146,0.0253,-0.0047,-0.0036,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
