Date,Close,High,Low,Open,Volume,MG,YB,CC,HD,NI,DR,KK,LG,XC,AZ,PI,GR,IH,PD,YJ,IF,DH,EP,XA,IU,RO,AT,YP,XL,CP,IN,OD,AI,KI,SQ,RF,BQ,AK,RG,YU,CD,AG,AR,FZ,TF,SH,DX,BR,ZP,ZR,TP,AO,HP,QA,ES,AD,II
2026-08-24,202.0,208.0,198.0,206.0,1779400,0.0111,-0.002,-0.0282,-0.0303,0.0022,-0.01,-0.0075,0.0,-0.0167,-0.0015,0.0,0.0028,0.0,-0.0043,0.0,0.01,-0.0002,-0.0001,0.0104,0.0,0.0,-0.0,0.0428,-0.003,-0.0075,0.0,-0.0005,-0.0,0.0,0.0425,0.0,0.0003,-0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033,0.0,0.0,0.0101,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2026-08-26,220.0,242.0,202.0,212.0,22590100,-0.0304,0.0986,0.0801,-0.0377,0.0722,-0.0017,0.0368,-0.0305,-0.041,0.0445,0.0,0.5977,0.0,0.0125,-0.1155,0.1316,-0.0745,0.0041,-0.0001,0.0,0.0015,0.0107,-0.0567,-0.6494,-0.0373,0.0,-0.0163,-0.0024,-0.0006,0.0026,0.0,-0.0044,-0.0102,-0.0086,0.0005,-0.0118,0.0,0.0113,0.0,0.0,0.0109,-0.0027,0.0,0.0746,0.0011,-0.0063,-0.0024,0.0052,-0.0009,0.0,-0.0281,-0.0273
2026-08-27,250.0,264.0,210.0,220.0,27288500,0.0718,0.0323,-0.2484,-0.0192,-0.0871,-0.0173,-0.0422,-0.0276,-0.0112,-0.052,0.0,0.5701,0.0694,-0.035,0.0029,0.0712,-0.1016,0.0129,0.0036,-0.0001,-0.0015,0.0213,0.0168,-0.2031,0.0512,0.0,0.0523,-0.0232,-0.0016,0.0669,0.0,-0.0866,-0.0272,-0.0109,-0.0006,-0.0084,0.0248,-0.0118,0.0,0.0018,-0.013,0.0017,0.0003,0.003,-0.0144,-0.0232,-0.0099,0.0027,0.0001,0.0,0.0,0.0
2026-08-28,240.0,254.0,236.0,252.0,7024100,0.008,-0.0699,-0.2963,-0.0265,0.0734,0.023,0.0131,0.0002,0.0628,0.002,0.0001,-0.0154,0.0302,-0.0017,-0.0317,-0.108,0.0044,-0.0143,-0.0,-0.0,-0.0,0.0335,-0.0465,0.2463,-0.0363,-0.0004,-0.0071,0.005,0.085,0.0145,0.0144,-0.0011,0.0443,-0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
