Date,Close,High,Low,Open,Volume,YU,CD,MG,CC,HD,NI,DR,MU,XC,AZ,BB,PD,DH,RB,RO,YP,AT,DX,OD,ZP,AK,LG,KK,GR,TP,KZ,RX,AO,XL,CP,HP,QA,SQ,KI,BQ,BK,EP,AG,YJ,XA,SH,DD,RG,YB,LS,IF,SS,AI,PC,MI,ES
2026-08-24,7750.0,7750.0,7600.0,7650.0,3562400,-0.8524,0.0163,0.0,-0.9131,0.3114,-0.4471,-0.0916,0.0,-0.6941,-0.084,2.9,-0.9481,-0.3628,0.0,0.0,-2.3,-0.0615,0.032,-3.8,2.0,6.9,-2.4,-0.6663,-0.1456,-0.4709,0.0084,7.4,-0.3123,-2.8,0.0,0.0,0.0,-0.4365,-0.1777,0.0053,-0.0446,-0.2775,0.0,0.0008,-0.7441,0.0,0.0,0.0,0.0046,0.0,0.0015,-0.463,0.0,-0.0233,0.0023,-0.077
2026-08-26,7850.0,7925.0,7675.0,7750.0,10588000,4.1,0.0,0.0,-2.8,-0.2213,-4.8,-0.597,0.0,-0.9438,-0.369,-3.0,-12.0,-0.4905,0.0,0.0787,-2.7,0.0,0.2275,-0.8745,8.5,2.1,10.6,-0.5591,-0.9501,-0.256,12.0,14.3,-0.4559,-6.4,0.0348,0.0,0.0,-2.2,-0.6812,0.0,-3.5,-0.5139,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,-1.4,-1.7,-1.0,-0.3961,0.0078,0.0
2026-08-27,7950.0,8000.0,7775.0,7825.0,7535100,-4.2,0.0096,0.0,3.3,0.0854,1.5,0.2267,-0.0024,1.1,0.4697,-0.0323,-9.6,0.0348,0.0,0.1562,0.3278,0.023,-0.0444,-1.8,1.5,3.7,-1.7,-0.6477,-0.0728,-1.9,7.5,0.0,0.0,1.8,-0.0653,0.0324,0.0204,0.2493,0.0029,-0.0381,-0.0893,0.2039,0.1747,-0.061,-0.7888,0.0198,0.0079,-0.0007,0.134,-0.012,0.26,-1.2,-0.7537,0.0,0.0,0.0
2026-08-28,7950.0,7975.0,7900.0,7950.0,3700600,2.5,-0.0572,-0.0103,-0.2982,-0.1863,-0.2043,0.0167,-0.0048,-0.3904,0.1085,1.2,-0.0268,-0.1424,-0.004,-0.0636,-1.5,-0.5319,-0.2747,-0.2974,6.5,-9.2,0.6266,0.0493,-0.5197,-0.0207,-1.0,6.5,0.0016,-1.3,-0.0111,0.05,-0.0055,0.0338,-0.0064,0.0088,-1.4,-0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
