Date,Close,High,Low,Open,Volume,AZ,QA,EP,FZ,ZP,HD,SQ,GR,KI,YP,CC,OD,TP,CP,KK,AT,XL,XA,TF,YB,PG,BQ,PD,XC,AK,BK,DH,NI,AO,IF,DR,MG,RO,PC,HP,LG,ID,AI,YU,DU,DX,YJ,MU,SH,AG
2026-08-24,116.0,119.0,115.0,118.0,9959100,0.0001,-0.0005,0.0,0.0,0.0261,0.0,-0.0006,0.0,0.0001,-0.0478,-0.09,-0.0356,0.0,-0.0022,-0.0335,0.0006,0.1091,0.0,0.0,0.0089,0.0013,0.0262,-0.0553,-0.0609,-0.0009,0.1527,0.0092,-0.0104,0.0,0.0,-0.0071,0.0055,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013
2026-08-26,107.0,117.0,106.0,116.0,24896500,-0.0019,0.0001,0.0068,0.0,0.0163,0.0011,-0.0049,-0.1555,0.016,0.0617,0.1169,0.0047,0.0,-0.0038,0.0284,0.0,-0.4103,0.0425,0.0,-0.017,0.3444,-0.1227,-0.0249,0.0391,0.1351,0.0331,0.0024,-0.0043,-0.0028,0.0,-0.2635,0.2043,0.0001,0.0011,0.0,-0.0372,0.0,0.0,0.0,0.0,0.0,0.0023,-0.0054,-0.0022,0.0
2026-08-27,120.0,122.0,105.0,106.0,55774000,0.0193,0.0002,0.0553,0.0,-0.0275,-0.0012,0.0056,-0.02,-0.0021,0.0291,0.5746,-0.0069,0.0,-0.055,-0.1057,0.0022,0.4806,-0.0054,0.0,-0.0162,-0.3817,-0.0021,-0.1238,-0.0367,-0.0994,0.5324,-0.0317,0.0597,-0.007,0.0,-0.2473,-0.6325,0.002,-0.0038,-0.0014,-0.0074,-0.0117,-0.0006,-0.0053,-0.0007,0.0707,0.0018,0.0,0.0,0.0
2026-08-28,117.0,119.0,115.0,118.0,14052300,-0.0034,0.0003,-0.0627,0.0001,-0.0322,-0.0001,0.0072,0.0001,0.0007,0.0295,-0.0589,-0.0015,0.0025,0.0075,0.0005,-0.0017,-0.1263,0.0296,0.0003,0.0057,0.0116,-0.0164,0.0737,0.0496,0.0118,0.0107,0.0006,0.0001,-0.0001,0.0104,0.005,0.0449,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
