Date,Close,High,Low,Open,Volume,AZ,EP,HD,ZP,SQ,GR,YP,LG,OD,KK,XL,YB,BQ,XC,PD,AK,NI,CC,IF,DR,MG,LS,TP,CP,AT,XA,PG,DX,DH,BK,RO,RF,AG,YU,QA,II
2026-08-24,120.0,123.0,118.0,118.0,11093700,0.008,-0.0263,0.0008,0.0432,0.1066,0.0561,-0.049,-0.0002,-0.0015,0.0472,-0.0026,0.1195,0.0003,-0.0217,0.0759,-0.0272,0.0016,-0.0094,-0.011,0.011,0.0003,0.0,-0.0,-0.1547,0.006,0.0,-0.096,0.0,-0.0883,0.0039,0.0,-0.006,0.0,0.0216,0.0,-0.008
2026-08-26,117.0,121.0,117.0,121.0,3386400,-0.0,0.0,-0.0004,-0.0054,0.0187,-0.0014,0.0195,0.0,-0.0013,-0.0349,-0.0161,-0.013,-0.0002,0.0398,-0.0296,0.0099,-0.0014,-0.0401,0.0,-0.0088,0.0112,0.0,0.0339,-0.0264,0.0012,-0.0,0.0,0.0,0.0742,-0.0465,0.0,-0.0059,-0.009,0.0321,0.0,0.0
2026-08-27,119.0,122.0,114.0,115.0,6280200,-0.0035,-0.005,0.0012,0.0,-0.041,-0.0741,-0.0409,0.0,-0.0426,-0.018,-0.0608,0.004,-0.0015,-0.0049,-0.0542,-0.0137,0.0137,-0.0589,-0.006,0.0315,-0.0014,-0.0027,0.3262,0.061,-0.0012,0.0007,-0.0061,-0.0007,0.0001,-0.0012,-0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,120.0,121.0,119.0,120.0,1856400,-0.0102,0.0121,0.0001,-0.0059,-0.0542,-0.0005,-0.0173,-0.0005,-0.0,0.0049,-0.0192,-0.003,0.0,-0.0039,-0.0013,0.0047,-0.0177,0.0689,0.024,0.0044,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
