Date,Close,High,Low,Open,Volume,AZ,PC,EP,HD,ZP,SQ,GR,LS,YP,IU,LG,OD,AT,CP,TP,KK,XL,XA,YB,DX,BQ,PD,XC,YJ,DH,AK,BK,CC,NI,IF,DR,MG,HP,KZ,YU,AI,RO,AG,QA,IH,FS,ES,BB,GI,ZR
2026-08-24,204.0,208.0,202.0,206.0,44347800,0.0306,0.0,0.0158,0.0011,-0.61,0.0012,0.1086,0.0,0.0511,0.0,0.0051,0.0125,0.0282,-0.0263,0.0,0.238,0.0363,0.0,1.1,0.0,200.0,-0.061,0.0642,0.002,0.0339,-0.4535,-0.0195,-0.1756,0.1218,-0.001,0.0161,0.0006,0.0021,-0.4591,-0.0098,-0.0005,-0.0005,0.0,-0.0001,0.0,0.0,0.0,-0.1045,0.0,0.0056
2026-08-26,200.0,204.0,200.0,204.0,34955800,0.0001,0.0,-0.4407,-0.0006,-0.2161,0.1094,0.0559,0.0408,0.1068,0.0,0.0027,0.0175,0.0721,0.1917,0.0004,-0.4192,0.2298,0.0,0.6979,-0.0002,-0.005,0.0145,0.2914,0.0,-0.0001,-0.0008,-0.0095,0.0249,-0.0424,0.0,-0.0543,0.1011,0.0,-1.0,0.0003,0.0002,-0.0,0.0004,-0.0,0.0002,-0.0001,0.0012,0.2349,-0.0,0.0
2026-08-27,202.0,202.0,199.0,202.0,29823400,-0.0061,0.0,0.1581,-0.0005,-0.4697,0.0182,-0.0049,0.0,0.0231,0.0,0.0,0.0193,-0.0019,0.0105,0.0414,0.1989,-0.0423,0.002,1.2,0.0,0.0001,0.0962,-0.0045,0.0,-0.2344,-0.5325,-0.0,-0.2498,0.0006,0.0,-0.0545,0.0499,0.0012,-0.2402,0.0526,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,200.0,202.0,199.0,200.0,53996300,0.0001,0.0,0.3734,0.0066,-0.0122,0.4016,-0.1322,0.0595,0.095,0.002,0.001,0.0017,0.436,0.0635,-0.0002,-0.1294,0.1109,0.2515,-1.5,0.0016,0.012,0.1043,0.0609,0.01,0.0037,-0.3203,-0.0375,0.1101,-0.0084,0.01,0.0124,-0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
