Date,Close,High,Low,Open,Volume,PG,GR,DR,MG,HP,AO,SQ,OD,JB,YJ,KK,AT,BR,LG,PD,LS,EP,AZ,XA,CC,NI,BB,XL,ZP,GI,KI,AK,BQ,DH,XC,GA,AG,AI,YB,TP,IU,YP,HD,CP,DX,BK,FZ,RO,AR,MU,YU,OK,CD,DP,MI,TS,RF,PC,TF,KZ,QA,IF,DU,ES,IN
2026-08-24,1440.0,1455.0,1405.0,1420.0,65488700,-0.288,2.9,-2.8,5.2,2.9,0.0,-1.7,-0.2783,0.0,-1.6,-0.4746,-0.1749,0.0,1.4,-14.1,-0.3091,-2.0,2.2,-0.0855,3.1,1.3,0.0,-5.6,0.6173,0.0,-1.2,7.6,-1.1,-0.0768,-1.4,1.0,-0.5138,3.7,-0.0929,-0.0305,0.0016,0.1425,0.0116,-0.2108,0.4611,-6.9,0.0,-0.6538,-0.1587,-0.0217,7.9,0.0,0.0,0.0,0.3135,0.0,0.0,0.1716,0.0,0.0,0.0041,0.7392,-0.03,0.0143,0.0004
2026-08-26,1375.0,1475.0,1370.0,1445.0,76163600,0.13,0.0242,0.3841,-14.8,-2.0,-0.0014,0.0606,1.0,0.0,5.4,-0.2435,0.0,-0.0029,-1.7,-7.2,0.6687,0.4953,-0.8842,0.1071,11.3,-2.5,1.2,0.2225,1.5,0.0,-0.5523,4.8,0.4065,-1.0,1.8,-0.9864,-0.0597,2.4,-0.1311,-0.7674,-0.0012,-3.6,0.0145,-2.0,0.462,-1.8,-0.0149,0.565,0.0,0.0,6.3,0.1385,-0.0001,0.0,0.0488,-0.0522,-0.0028,-0.1745,-0.0025,0.886,0.1212,0.0,0.0,0.0,0.0
2026-08-27,1445.0,1445.0,1355.0,1355.0,45116600,-0.359,-0.1286,2.9,8.0,3.5,0.0067,-2.5,-1.1,0.0,0.0211,-0.7339,-0.173,0.0,1.3,-6.0,-0.1981,-0.1935,0.3551,0.0,-7.9,5.2,0.285,-3.1,4.3,0.0,0.4888,-0.3574,-0.3931,0.0382,-1.4,0.7225,-0.4511,0.0,0.0359,-0.1276,0.0037,-0.6808,-0.2972,-1.4,0.1049,2.3,0.0197,-0.1064,-0.1712,-0.0657,1.3,-0.143,0.019,-2.2,-0.6283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1390.0,1475.0,1380.0,1455.0,75626100,0.2081,0.4629,0.131,-9.4,-4.1,-0.0023,2.6,2.5,0.2051,-2.4,2.1,0.6673,-0.0003,1.9,6.4,0.8809,1.8,-0.8003,0.2525,-0.8695,0.2646,-8.3,16.3,2.5,-0.0006,-0.7956,-16.6,0.6887,0.2605,2.7,-0.6789,0.3345,1.1,0.3346,-0.0496,-0.014,2.3,0.4483,4.7,-0.3173,-8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
