Date,Close,High,Low,Open,Volume,AT,CP,XL,SQ,BQ,XC,PD,YP,NI,CC,AZ,YB,RO,XA,KK,IH,MG
2026-08-24,264.0,270.0,252.0,268.0,17100,0.0,0.0,-0.0001,0.0,-0.0,-0.0001,-0.0001,0.0,0.0,0.0,0.0001,0.0004,0.0,0.0,0.0004,-0.0004,-0.0003
2026-08-26,258.0,264.0,252.0,264.0,53000,0.0,0.0003,-0.0093,0.0,0.0014,0.0004,0.0001,-0.0007,0.0,0.0026,0.0,0.0026,0.0,0.0026,0.0,0.0,0.0
2026-08-27,258.0,260.0,254.0,258.0,4800,-0.0001,0.0,0.0002,0.0,-0.0,0.0001,0.0001,0.0,0.0001,0.0002,0.0001,0.0,-0.0006,0.0,0.0,0.0,0.0
2026-08-28,258.0,260.0,254.0,254.0,20800,-0.0001,-0.0002,0.0027,0.0001,-0.0001,0.0001,-0.0001,0.0003,0.0,-0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
