Date,Close,High,Low,Open,Volume,AZ,XL,XA,QA,HD,PD,KI,XC,YP,CC,OD,MG,EP,GR,TP,CP,KK,YJ,NI,DR,RO,BQ,ZP,SQ,DH,IF,LG
2026-08-24,168.0,171.0,167.0,168.0,140000,0.0,-0.0043,0.0,0.0,0.0001,-0.0004,0.0,0.0005,-0.0002,0.0005,0.0,0.0053,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0002,0.0,0.0,-200.0,0.0,-0.0005,-0.0001,-0.0001
2026-08-26,167.0,170.0,163.0,168.0,481200,0.0,0.0172,0.0,0.0,0.0015,-0.0026,0.0,0.0046,-0.0156,0.0049,-0.0039,0.0,0.0,0.0,0.0,-0.0,-0.0017,0.0,-0.0034,0.0,-0.0001,-0.0011,0.0,0.0,0.0,0.0,0.0
2026-08-27,170.0,175.0,166.0,167.0,1373100,0.0005,0.0805,-0.0017,0.0,0.0254,-0.0087,-0.0,-0.0136,0.004,-0.0071,-0.0,-0.0105,0.0238,-0.0007,-0.0003,0.0047,-0.0003,0.0001,-0.0877,-0.0082,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,169.0,171.0,165.0,170.0,279900,0.0001,-0.0058,-0.003,-0.0129,0.0116,0.0,0.0,-0.0065,-0.0003,0.009,-0.0007,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
