Date,Close,High,Low,Open,Volume,AK,SF,YB,AT,XL,EL,MG,KK,DR,AO,DH,DU,AI,XA,NI,KI,YP,AZ,CP,CC,EP,BQ,PD,GR,XC,OD,BK,RO,SQ,YJ,AG,TP,HD,RG,LG,IF,QA,ZP,GI,YU,PC
2026-08-24,107.0,110.0,106.0,107.0,14133000,0.0262,0.0,-0.0412,0.0,-0.0618,0.0,0.0259,0.0474,0.0,-0.0064,-0.0013,0.0,-500.0,-0.003,0.0029,0.0021,0.0257,0.0001,0.0092,-0.0912,0.0002,0.0154,0.0145,0.0298,0.0012,-0.0055,-0.0019,-0.0005,0.0081,-0.0051,0.0,0.0049,0.0,0.0,-0.0007,0.0,0.0001,0.0,-0.0,0.005,-0.0
2026-08-26,101.0,108.0,99.0,107.0,12204500,-0.0021,0.0,-0.0529,-0.0142,-0.0566,0.0052,0.001,-0.009,0.0,0.0,0.0121,0.0,0.0,0.0,0.0091,0.0,-0.0323,0.0057,0.0044,0.0368,0.0124,-0.0284,0.0367,0.0002,0.0636,0.0048,-0.0,0.0,0.0115,-0.0025,0.0,-0.0056,0.0001,-0.0001,0.0008,-0.0008,-0.0,-0.0,0.0,0.0,0.0
2026-08-27,105.0,108.0,99.0,101.0,7835400,-0.0221,0.0,-0.0,-0.0021,0.1025,0.0,-0.0261,-0.0019,0.0005,-0.0001,-0.0018,0.0,-0.0001,0.001,0.0019,0.001,-0.0841,-0.008,0.0073,-0.0122,-0.0003,0.0011,0.0395,0.0032,-0.0035,0.001,-0.0002,0.0,0.0042,-0.001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,105.0,111.0,104.0,105.0,20904600,-0.0125,0.0,0.0046,0.0001,-0.0206,-0.0112,-0.0023,-0.0599,-0.0013,-0.0032,0.0023,0.0,0.0011,0.0062,-0.001,-0.0002,0.0704,0.0107,0.0066,-0.0381,800.0,0.0119,0.0452,0.033,-0.0184,-0.0128,-0.0001,0.0002,-0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
