Date,Close,High,Low,Open,Volume,TP,AT,XL,HD,KK,YJ,DR,LG,DH,YU,NI,XA,KI,AZ,YP,CP,CC,EP,DX,AG,BQ,PD,GR,XC,OD,SQ,AK,SF,QA,RO,YB,MG,AO,IF,ZP,CD,BK,FZ
2026-08-24,115.0,117.0,114.0,116.0,4310000,-0.0173,0.0,-0.0008,0.0,0.0094,-0.0001,0.041,0.0,0.0,0.0,-0.0232,0.0001,0.0,0.0009,0.0003,-0.0718,0.1105,0.0004,0.0,0.0,0.0037,-0.0129,-0.0119,0.0147,0.0073,0.0012,-0.0011,0.0,0.0033,0.0002,-0.0045,0.0,0.0,0.0,0.0,0.0,-0.0494,-0.0
2026-08-26,112.0,120.0,112.0,116.0,13796000,-0.0387,0.0007,0.247,0.0118,-0.0152,-0.0004,0.0336,0.0002,0.0002,0.0,0.0237,0.0108,0.0032,0.0001,-0.0058,0.0049,-0.3488,-0.0001,0.0,0.0,0.0023,0.005,0.1347,0.023,0.0207,0.0084,-0.0457,-0.0027,-0.013,0.0,-0.0057,0.0043,0.0007,-0.0001,-0.0435,0.0,-0.0155,0.0
2026-08-27,114.0,116.0,109.0,112.0,5469900,0.0014,-0.0006,0.0025,0.0,0.0002,0.002,-0.0682,0.0,0.0001,0.0,-0.0,0.012,0.0006,-0.0046,0.0148,-0.0097,0.0329,0.0007,0.0,0.0,-0.0014,0.0383,-0.0007,-0.0185,-0.0039,0.0005,-0.0006,-0.0001,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,113.0,114.0,110.0,114.0,4257800,0.0,-0.0,-0.0405,-0.0112,-0.03,0.0016,0.0017,-0.0001,0.0002,0.0002,0.0007,0.0011,-0.0011,0.0114,0.0046,-0.0564,0.0136,0.0125,0.0088,-0.0001,-0.0,0.0214,0.0107,0.006,0.0012,0.0436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
