Date,Close,High,Low,Open,Volume,AG,HP,PO,GR,YP,IU,LG,OD,CP,XA,PD,BK,DH,AK,NI,CC,GA,RO,AZ,BS,EP,FZ,HD,ZP,SQ,KI,AI,YU,DU,TP,KK,XL,YB,ZR,CD,BQ,XC,YJ,AR,AO,IF,DR,TS,IH,PG,SF,SA,AT,OK,MG,SS,BB,DX,LS,MU
2026-08-24,6025.0,6175.0,6025.0,6100.0,4240500,0.1215,-0.2102,0.0292,0.3705,1.7,0.0,-2.1,0.9766,-0.4734,0.5574,-0.8556,0.1994,0.0522,-1.4,0.0172,0.6411,0.0,0.0024,-0.5981,0.0,-0.3295,0.0,-0.014,-1.9,0.4344,-0.0009,-0.0013,0.0988,-0.03,0.0012,0.4152,2.0,-0.0554,0.0,0.0,0.1012,0.5363,0.2109,0.0,0.2377,0.3132,-0.1348,-0.1755,0.0203,0.605,0.0,0.0,0.0006,0.0,-1.4,0.0,0.0,0.0,-0.003,0.0024
2026-08-26,5800.0,6050.0,5800.0,6025.0,10999300,0.5315,0.1517,-0.002,0.8163,1.1,0.1775,0.2766,3.5,0.0,1.7,-0.8431,-3.1,0.0,-6.6,0.2773,-5.5,0.0,0.1757,0.1664,0.0,-0.0028,0.0,-0.0471,-6.3,-2.2,1.0,-0.0031,0.3294,1.4,0.4217,1.3,4.8,0.5099,0.5975,-0.006,0.0,7.3,-0.1619,0.3936,-0.0085,-2.4,1.3,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.3645,0.177,-2.3,-0.0029,0.0,0.0
2026-08-27,5950.0,6000.0,5700.0,5775.0,8156600,-0.2571,0.7097,-0.0534,-0.0401,-2.2,-0.2883,6.0,0.1066,0.0118,-0.5712,0.207,1.4,0.0,1.2,0.1577,-3.2,0.0,-0.0874,0.1484,0.0,0.0332,0.0012,-0.2228,-2.0,1.5,-1.4,-0.6814,-0.7171,0.595,-0.0066,0.4426,-0.0916,-0.6677,0.0,-0.0101,0.3954,0.5899,-0.1947,0.6545,0.0,0.001,-1.0,-0.2157,0.0057,-0.02,-0.006,-0.06,-0.0059,0.0118,-0.0455,0.0,0.0,0.0,0.0,0.0
2026-08-28,5925.0,6025.0,5875.0,5975.0,4357600,-0.0,0.1365,-0.0033,-0.1899,0.2011,-0.0008,0.8089,1.7,0.0711,0.3718,0.101,0.3397,0.0165,-2.4,-0.0827,-3.2,-0.0013,0.0415,0.1491,0.0177,0.114,-0.0089,0.0153,-3.0,1.6,0.1184,0.745,0.0179,-0.125,0.2148,-0.271,1.3,0.0212,-0.0181,-0.0,0.1677,1.0,0.1064,-0.006,-0.0576,0.0488,-0.2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
