Date,Close,High,Low,Open,Volume,YU,MG,AG,CC,HD,NI,DR,AR,LG,XC,KK,AZ,PC,PD,TP,IU,YP,XL,CP,OD,BR,SQ,AK,EP,FZ,SF,BQ,RO,FS
2026-08-24,372.0,374.0,366.0,374.0,564500,0.0,0.0004,0.0,-0.0328,-0.0003,-0.0027,0.0001,-0.0056,0.0002,-0.0007,0.0001,0.0073,0.0129,0.0026,0.0,-0.0052,-0.0256,0.0873,0.0,-0.0,0.0019,0.0043,0.0,0.0,-0.0166,0.0,0.0092,0.0,-0.0366
2026-08-26,368.0,372.0,366.0,372.0,257100,0.0,0.0029,0.0,-0.0056,-0.0001,-0.0029,0.0,0.0,0.0,-0.0014,0.0011,0.0118,0.0229,0.0026,0.0,-0.0055,-0.0125,-0.008,0.0262,0.001,-0.0219,-0.011,0.0,0.0,0.0,0.0,0.0,0.0005,0.0
2026-08-27,372.0,374.0,366.0,370.0,451100,0.0,-0.0003,0.0,-0.019,0.0001,0.0011,-0.0009,0.0298,0.0,-0.0025,-0.0002,-0.0252,-0.0304,-0.0044,0.0,0.0362,-0.0183,0.0227,0.0004,0.0,-0.0126,0.0,-0.0008,-0.0019,0.0308,-0.0037,-0.001,0.0,0.0
2026-08-28,374.0,380.0,368.0,374.0,649700,0.0,0.0007,0.0,-0.0038,-0.0001,0.0046,0.0002,0.0075,-0.0,0.0017,-0.006,-0.004,-0.0094,-0.005,-0.0,0.0254,-0.0213,0.0201,0.0004,0.0186,-0.0088,0.0005,-0.0016,-0.0199,0.0,0.0,0.0,0.0,0.0
