Date,Close,High,Low,Open,Volume,AK,DR,BQ,GR,HP,ZR,RO,SQ,DH,OD,XC,KK,YU,LG,PD,LS,EP,IN,AZ,CC,NI,YB,AI,TP,XL,ZP,YP,HD,CP,CD,KI,SF,AT,XA,IF,DU,QA,DX,BK,PG,MG,JB,YJ,PC,SH,SS,AG
2026-08-24,189.0,194.0,185.0,193.0,16452300,0.1866,-0.1444,-0.0122,-0.0029,0.0571,0.0,0.0,0.0231,0.0012,0.0661,0.0722,0.0437,0.0003,-0.0188,0.7285,0.001,0.0132,0.0,0.0103,0.004,-0.1196,-0.0911,-0.0001,0.0,-0.6962,0.0283,-0.1361,0.0049,-0.0963,0.0,0.0001,0.0,0.0,-0.1355,0.0034,0.0195,0.0001,0.0014,0.1754,0.0,-0.0019,0.0,0.0095,0.0,0.0052,0.0,0.0
2026-08-26,179.0,190.0,179.0,190.0,17387300,-0.3258,0.031,-0.0352,0.0082,-0.0,0.0,0.0329,0.0315,0.0574,0.0644,-0.1235,-0.1153,-0.009,-0.0228,0.0524,0.0,-0.0071,0.0082,0.0055,-0.005,-0.0182,-0.0047,0.0,0.0,0.2321,-0.0568,-0.0817,-0.0025,-0.1346,0.0001,-0.1149,0.0004,-0.0002,0.0002,0.0016,0.0053,0.0004,0.0,-0.0338,0.184,0.0265,0.0001,0.0186,-0.0001,-0.0051,0.18,0.1556
2026-08-27,187.0,187.0,179.0,179.0,11947100,0.1814,-0.013,0.0024,-0.0006,-0.0,0.0,0.0,-0.0227,0.0935,-0.0517,0.0314,-0.0171,-0.0004,0.023,0.0314,0.0,-0.0193,-0.0452,0.0037,0.2806,-0.3472,-0.0044,0.0,0.0,-0.1059,-0.1153,0.0555,0.0023,-0.1234,0.0,-0.0001,0.0004,-0.0041,-0.0055,-0.0138,-0.0,-0.0005,-0.0,0.1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,188.0,190.0,187.0,188.0,6455700,0.0918,0.0181,-0.0022,-0.025,-0.0564,-0.0019,-0.0002,0.0126,0.0059,-0.0111,0.2274,-0.083,-0.0047,-0.0006,-0.0222,0.0008,0.0241,-0.0189,-0.005,-0.075,-0.0886,0.0001,-0.0006,0.0045,-0.0362,-0.0001,0.0436,-0.0025,-0.0015,-0.0001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
