Date,Close,High,Low,Open,Volume,SF,AT,CP,FZ,RO,ZP,NI,SQ,IF,QA,XL,YB,AD,AZ,KI,IN,AG,YP,OD,DH,XC,AI,LG,HD,PD,BQ,HP,EP,MU,DR,BK,MG,YU,AK,GR,CC,KK,YJ,XA,TP,TF,IH,PC,AO,DX
2026-08-24,286.0,290.0,278.0,290.0,3465700,0.0004,0.0,-0.0014,0.0,0.0115,0.0043,0.0012,0.0061,0.0,0.0,0.1384,0.0,0.0,-0.0004,0.0,0.0,0.0,-0.0491,-0.0136,0.0061,0.0024,0.014,-0.1861,0.0,0.0112,-0.006,0.0288,0.0062,0.0,0.0,0.0528,-0.0341,0.0,-0.0155,0.002,0.0176,0.0001,0.0,0.0,0.0047,0.0,0.0,0.0,-0.0018,-0.0001
2026-08-26,272.0,284.0,248.0,284.0,9395500,0.0001,-0.0007,-0.0182,0.0,-0.001,-0.0015,-0.7868,0.0184,0.0,0.0,0.5196,0.0,0.0,-0.0078,0.0,0.0,0.0,0.1131,-0.0021,0.0095,0.0725,-0.0054,-0.105,0.0,0.0204,-0.0327,-0.0031,0.0155,0.0,0.0015,-0.075,-0.0029,0.0,0.0055,0.0965,-0.0657,0.0317,0.203,0.0003,0.0001,0.0,0.0,-0.0001,0.0,0.0
2026-08-27,274.0,280.0,240.0,272.0,2707000,0.0,0.0,0.0001,0.0,0.0,0.0098,0.0135,0.0009,0.0033,0.0,-0.1972,0.0,0.0,0.0003,-0.0,0.003,0.0,0.0203,0.0026,0.0023,0.021,-0.0089,-0.0001,0.0,0.0099,-0.0017,-0.0039,0.0007,0.0,0.0,0.0071,0.0005,0.0003,0.0,0.0056,0.1116,-0.0018,0.0,0.0,0.0008,-0.0,0.0001,0.0,0.0,0.0
2026-08-28,300.0,334.0,272.0,272.0,42576900,-0.0005,-0.0152,-0.0015,0.001,-0.0156,-0.106,0.1757,0.0297,0.0163,0.0016,0.8904,0.1701,-0.0001,-0.1229,-0.0001,0.6103,0.003,-0.0148,0.0226,-0.0322,-0.0335,-0.0273,0.0171,-0.015,-0.1135,0.0266,-0.0261,0.0062,-0.0096,0.0362,-0.031,-0.0966,-0.0025,-0.021,-0.0162,-0.9477,0.0715,-0.4702,-0.002,0.0424,0.0,0.0,0.0,0.0,0.0
