Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,KK,ID,DH,IF,QA,XA,KI,YP,CC,BQ,PD,GR,OD,XC,AK,MG,AT,YJ,DR,AO,LG,NI,AZ,SQ,CP,EP,AG,CD,RO,ZP,AI,HP,AH,PC
2026-08-24,130.0,130.0,124.0,130.0,846200,0.0,0.0,-0.0332,0.0,-0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.022,0.0002,0.0012,-0.0,0.0001,0.0021,0.0004,0.0065,0.0003,0.001,0.0,0.0,0.0012,0.0,0.0019,-0.0,-0.0001,0.0,0.0,0.0,-0.0003,-0.0001,0.0,0.0,0.0,-0.0
2026-08-26,128.0,131.0,126.0,130.0,1348000,0.0185,0.0,0.024,0.0,-0.0442,0.0,0.0009,0.0,0.0,0.0,0.0,-0.0183,0.0033,-0.0024,-0.0056,-0.0028,0.0,0.0203,0.0005,0.0,0.0,0.0,0.0,0.0,0.0019,0.0015,0.0,0.0013,0.0,0.002,0.0,0.0,-0.0001,-0.001,0.0,-0.0,-0.0001,0.0
2026-08-27,128.0,130.0,126.0,128.0,508800,0.0,0.0,-0.0038,0.0,0.0193,0.0,0.0002,0.0001,0.0,0.0,0.0,-0.0027,0.0065,0.0,-0.0001,-0.0023,-0.0001,-0.0187,0.0001,0.0019,0.0,0.0,0.0,0.0,-0.0,0.0041,0.0,-0.0026,0.0,-0.0021,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0
2026-08-28,135.0,151.0,127.0,128.0,10881800,0.0003,0.0025,-0.1437,-0.0136,-0.0167,-0.0002,-0.0051,0.0011,0.0,-0.0001,0.001,-0.0515,-0.1597,-0.0012,-0.0116,-0.001,0.001,0.0134,-0.0004,0.1704,-0.0005,-0.0037,0.0097,0.0001,0.0537,-0.0094,-0.0003,-0.0114,0.1762,0.0018,0.0016,-0.0,-0.0005,-0.0022,0.0,0.0,0.0,0.0
