Date,Close,High,Low,Open,Volume,MG,RO,CC,YP,NI,DR,XL,CP,XC,HP,GR,OD,SQ,PD,YJ,YB,KK,TP,BQ,AG,LG,DH,AT,QA,AI,EP
2026-08-24,44.0,46.0,44.0,46.0,7842300,-0.0407,0.0,0.0831,0.012,0.0662,-0.0596,-0.1037,0.0162,0.0042,0.0,-0.0161,-0.0111,0.0044,0.0222,0.0,0.0138,-0.0043,0.0092,0.0001,0.0,0.0,0.0,0.0029,0.0009,0.0,0.0004
2026-08-26,40.0,44.0,40.0,44.0,11684000,0.0644,0.0,0.017,-0.0394,0.0059,-0.0293,0.137,-0.2538,-0.014,0.0,0.0122,0.0019,0.0011,0.0178,0.0,0.0101,0.0096,0.012,-0.0,0.04,0.0005,0.0002,0.0034,0.0021,0.0008,0.0004
2026-08-27,41.0,41.0,39.0,39.0,5356500,-0.0344,0.0,0.0217,0.0017,-0.0005,-0.0203,0.0999,-0.0049,-0.0761,0.0,0.0,0.0014,-0.0043,0.0056,0.0,-0.0062,0.0023,0.0076,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,44.0,44.0,42.0,42.0,2522500,-0.003,-0.0009,-0.0009,-0.0001,-0.0084,0.018,-0.018,0.0038,-0.0085,0.0,-0.0042,-0.0015,0.0002,0.0238,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
