Date,Close,High,Low,Open,Volume,CC,YP,NI,XL,XC,GR,PD,ZP,DH,RO,YB,KK,TP,EP,YU,AT,SQ
2026-08-24,835.0,855.0,830.0,855.0,59800,0.0091,-0.0014,0.0003,0.0029,0.0001,0.0,-0.0009,-0.0035,0.0,0.0014,0.0,-0.0209,0.0,0.0121,0.0192,-0.0072,-0.011
2026-08-26,830.0,845.0,830.0,835.0,45500,0.0047,0.0042,0.0084,0.0095,-0.0104,0.0,-0.0005,-0.0007,0.0,0.0,-0.0015,-0.0107,0.005,-0.008,0.0,0.0,0.0
2026-08-27,845.0,850.0,830.0,845.0,18700,0.0032,0.0,0.0,-0.0053,-0.0012,0.0,0.0001,0.0003,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,845.0,865.0,840.0,850.0,39300,-0.0005,-0.001,0.0149,-0.0133,-0.0044,-0.0003,0.0062,-0.0003,-0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
