Date,Close,High,Low,Open,Volume,RO,CC,YP,DX,NI,XL,KK,XC,DR,HP,QA,AT,SQ,CP,OD,PD,AK,DH,MG,YB,AZ,AI,BQ,GR,ZP,IF,XA,TP,KI
2026-08-24,330.0,332.0,324.0,330.0,414800,-0.0,-0.0716,0.0237,0.0006,0.0,-0.0162,0.0,-0.0011,0.0,0.0,-0.0012,0.0,-0.0197,0.0,0.0477,0.0328,0.0101,0.0,0.0,0.0,-0.0046,-0.0016,0.0,0.0,0.0,0.0,0.0,0.001,-0.0
2026-08-26,326.0,332.0,322.0,332.0,717800,0.0,0.0008,0.0309,0.0142,0.0013,0.0036,0.0012,-0.0008,0.0,0.0,-0.0005,0.0,-0.0579,0.0,0.0008,0.0009,0.0101,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0006,-0.0033,-0.0005,-0.0001,0.0,0.0
2026-08-27,328.0,330.0,320.0,330.0,1042900,0.0001,0.0046,0.0084,0.0866,0.0125,-0.1814,0.0073,0.0037,-0.0008,0.0,0.0088,0.0008,-0.0005,0.0005,0.0071,0.0327,0.013,-0.0077,0.0,0.0004,0.0016,0.0008,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,324.0,330.0,322.0,328.0,254200,0.0,-0.0213,0.0035,0.0109,0.0063,0.0099,0.0003,0.0027,0.0001,0.0,0.0001,-0.0006,-0.0182,-0.0005,-0.0002,-400.0,0.0001,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
