Date,Close,High,Low,Open,Volume,SF,PD,YP,XL,IN,OD,BR,NI,XC,DU,YU,FS,MG,YB,CC,AR,LS,KK,GR,PI,AZ,ID,IU,RO,AO,CP,HP,GA,QA,RF,BQ,ZP,AK
2026-08-24,1165.0,1170.0,1165.0,1170.0,50300,0.0,0.0,0.0,-0.0581,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,1135.0,1200.0,1130.0,1165.0,4757000,0.0,0.0001,-0.4711,0.0169,0.0458,0.3856,0.0243,0.0029,-0.0011,0.2463,0.0095,0.1925,0.0014,-0.2264,-0.1358,0.1124,0.2423,0.0007,0.2967,0.1048,-1.7,-0.6186,-0.0221,0.0334,0.1974,0.348,0.1931,0.4901,0.0,-0.1379,0.2741,0.104,-0.0007
2026-08-27,1130.0,1135.0,1130.0,1135.0,27500,0.0,0.0,0.0,-0.0133,-0.0057,0.0,0.0,-0.0028,-0.0035,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1125.0,1130.0,1125.0,1130.0,13300,-0.0003,-0.0004,-0.0018,-0.0075,0.0126,-0.0001,-0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
