Date,Close,High,Low,Open,Volume,YU,YB,CC,NI,DR,KK,XC,GR,AZ,PD,DH,XA,YP,XL,CP,HP,OD,SQ,BQ,AK,EP,MG,TP,IF,AT,KI,LG,DU,RO
2026-08-24,5675.0,5700.0,5675.0,5675.0,6000,0.0,0.0,0.004,0.0,0.0,0.0,-0.0171,0.0,0.0,0.0,0.0,0.0,0.0051,-0.0011,0.0,0.0029,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0
2026-08-26,6800.0,6800.0,5700.0,5700.0,58100,0.0136,0.0,0.0048,0.0,0.0,0.0006,-0.0116,0.0,0.0075,-0.0044,-0.0538,0.0062,0.0095,0.0173,-0.0,0.0045,-0.0039,-0.0014,0.0,0.0,0.002,0.0,0.0,0.0,0.0051,0.0,0.0054,0.0006,-0.002
2026-08-27,8150.0,8150.0,6800.0,6800.0,205700,0.0021,0.0137,-0.0564,0.0,0.0024,-0.0165,-0.013,-0.0016,0.0064,-0.04,-0.3117,0.0018,-0.0034,0.2604,0.0016,0.0,0.0073,0.0015,-0.0016,0.0,-0.0013,-0.0,-0.0041,0.0008,0.1509,0.0008,0.0,0.0,0.0
2026-08-28,8450.0,9125.0,8200.0,8850.0,130700,-0.0177,-0.007,-0.0588,-0.0026,-0.0049,-0.0289,-0.0184,0.0017,0.0001,0.1174,-0.0282,-0.0071,0.0275,0.0299,0.0025,0.0088,-0.008,0.0145,-0.0,0.0009,-0.0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
