Date,Close,High,Low,Open,Volume,AK,TP,YB,MG,AT,EL,HD,ZR,XL,SH,KK,YJ,DR,HP,AO,LG,DH,IU,NI,XA,KI,ZP,AZ,YP,PC,CP,CC,EP,BQ,PD,GR,XC,OD,BK,RO,SQ,YU,DU,AF,BR,IH,PI,PF,AG,CD,AD,IF,MU,DX,QA,AI
2026-08-24,590.0,620.0,500.0,555.0,10194600,0.5412,0.0035,-0.1773,-0.0038,0.0001,0.0,0.0195,-0.003,-0.4598,0.0,-0.0577,0.0,-0.017,0.0059,0.0019,0.0005,-0.0019,0.0,-0.0124,0.1463,-0.0008,-0.3986,0.2208,0.1099,-0.003,0.367,0.4243,-0.04,-0.1959,-0.3347,0.011,-0.1611,-0.0401,0.4141,0.0027,-0.0098,-0.0058,-0.0,-0.3688,0.0,0.0,0.0,0.0,-0.0006,0.0,0.0,0.0173,0.0,0.0086,-0.0026,-0.0001
2026-08-26,570.0,610.0,570.0,590.0,11254700,0.2488,-0.0004,-0.0422,0.0,-0.001,-0.1751,-0.0111,0.0,0.3035,0.0,-0.0046,0.0,0.0258,0.0024,-0.1825,0.0348,0.0014,0.1461,-0.1546,0.3027,-0.0021,-0.1861,-0.3576,0.0831,0.062,0.0959,0.3798,0.0403,-0.196,0.0182,0.0383,0.2195,0.0085,-0.1315,0.0023,-0.5084,0.0,-0.21,0.0,0.0,0.18,0.0,0.062,0.0003,-0.0815,0.0003,-0.0002,-0.0025,-0.0089,0.0,0.0
2026-08-27,555.0,605.0,550.0,565.0,30060600,-0.7571,0.0,0.0293,-0.0353,0.0,0.3746,-0.0007,-0.0632,0.4253,-0.0024,-0.0006,0.173,-0.0003,0.0,0.0707,0.1167,0.001,-0.1129,0.0142,1.2,0.0039,-0.3809,-0.3759,0.1363,-0.0928,-0.0152,-0.521,0.0501,-0.86,-0.0509,0.0189,0.2094,0.0194,0.0781,0.01,0.0187,-0.0113,0.0536,-0.0104,0.0597,0.0253,-0.0055,0.2575,-0.0006,0.0011,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,575.0,595.0,550.0,555.0,13913900,-0.5513,0.017,0.0078,0.0051,-0.0029,0.0359,0.0296,0.0344,-0.0651,0.4061,0.0109,-0.0603,0.008,-0.0003,0.137,0.0225,0.0444,-0.0257,-0.0315,1.1,-0.0031,-0.4378,-0.4094,-0.0335,-0.064,0.0013,-0.3712,0.0001,0.094,-0.0538,-0.0144,-0.0334,0.0557,-0.1135,-0.0059,0.2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
