Date,Close,High,Low,Open,Volume,AG,HP,GR,LS,YP,LG,OD,JB,CP,AF,XA,PD,AK,DH,BK,NI,CC,RO,AZ,ES,EP,FZ,ZP,SQ,KI,YU,RS,TP,KK,II,XL,TF,OK,YB,CD,BQ,XC,IN,YJ,AO,DR,MG,FS,PC,QA,IU,AI,AT,DX,MI,RF,IF
2026-08-24,232.0,242.0,228.0,240.0,10358200,0.0046,0.0,0.0022,0.0,-0.1518,-0.0413,0.2306,0.0,0.057,0.0,0.0014,-0.0048,-0.0311,0.0157,-0.001,0.0652,0.1411,0.0,0.0117,0.0,0.0011,0.0003,0.1046,-0.1345,0.0001,-0.0236,0.0,0.0,0.0145,0.0,-0.1748,0.0,0.0,-0.0384,0.0,-0.0002,0.0148,0.0,0.0002,0.0,-0.0172,-0.0797,0.0,-0.0,-0.0001,0.0,-0.0001,0.031,0.0,0.002,0.0,0.0002
2026-08-26,214.0,230.0,214.0,228.0,12818200,0.0002,0.0596,0.0259,0.0007,0.0825,-0.0018,0.0251,0.0,-0.0617,0.0,-0.0186,-0.0456,-0.178,0.0421,0.0006,-0.0239,0.283,-0.0026,-0.1329,0.0,0.0128,0.0,0.008,0.155,0.0003,-0.0214,0.0,0.0226,0.0298,0.0,-0.3921,0.0,0.0,-0.0422,0.0,-0.0038,0.192,0.0,-0.0008,0.0,0.0277,-0.0226,0.0016,0.0001,0.0,-0.0282,-0.0001,0.0,0.0001,0.005,0.0006,0.0011
2026-08-27,226.0,232.0,212.0,212.0,10699700,0.0,0.0,-0.0593,0.0,-0.2748,0.2068,0.0175,0.0,0.042,0.0,-0.0017,-0.0002,0.0986,-0.1154,0.0237,-0.0942,-0.0127,0.0005,0.0062,0.0,-0.0044,0.0,-0.0026,0.0503,0.0002,0.0112,0.0439,-0.0208,-0.0229,0.0,-0.1764,0.0,0.0023,0.0006,0.0,0.0635,-0.0502,0.0,0.0002,0.0,-0.0089,0.1297,-0.0005,-0.0001,0.0021,0.0311,0.0002,-0.0006,0.115,0.0,0.0,0.0
2026-08-28,260.0,266.0,230.0,230.0,98687100,-0.0288,-0.1855,-0.1002,0.0057,0.4006,-0.0973,-0.4533,0.0001,0.1688,-0.1024,0.0329,0.2803,0.6015,0.0594,-0.0203,0.51,1.5,0.0198,-0.4526,-0.039,0.0776,-0.019,-0.5678,-0.3917,-0.0275,-0.1534,-0.049,-0.1366,0.3575,-0.026,0.1599,0.0019,-0.1831,0.2842,0.0013,-0.1678,-0.3952,-0.3896,-0.0569,-0.0934,-0.1438,-0.1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
