Date,Close,High,Low,Open,Volume,YU,FS,IU,RO,CC,NI,XL,KK,XC,HP,PD,BQ,AK,XA,YP,SQ,DR,AT,GR,DX,BR,DH,OD
2026-08-24,244.0,248.0,242.0,246.0,75000,0.0,0.0,-0.0073,0.0,0.0017,0.0,0.0006,0.0049,0.0002,0.0,0.001,0.0,0.0,0.0012,-0.003,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0002
2026-08-26,242.0,244.0,238.0,244.0,209200,0.0,0.0,-0.0037,0.0,0.0071,0.0,0.0038,0.0036,-0.0063,0.0,0.0023,0.0,-0.0039,0.0,0.0025,0.0002,0.0012,-0.0002,0.0029,-0.0096,0.0003,-0.0001,0.0
2026-08-27,242.0,242.0,238.0,242.0,73100,0.0009,0.0,0.0,0.0,-0.0008,0.0,-0.0116,0.0,-0.0002,0.0004,0.0075,0.0002,0.0,0.0052,-0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,242.0,246.0,238.0,246.0,175200,0.0032,0.0005,-0.0104,0.0,-0.0014,0.0002,0.02,0.0012,0.0005,0.0027,0.0043,-0.0191,-0.0039,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
