Date,Close,High,Low,Open,Volume,YU,AO,YP,HD,NI,XL,XC,OD,SQ,SF,PD,AK,EP,RO,CC,CP,DR,KK,BQ,DH,DX,AZ
2026-08-24,1475.0,1515.0,1350.0,1505.0,34500,0.0064,0.0,0.0161,0.0001,-0.0005,-0.0126,-0.0017,0.0003,-0.0049,0.0,0.0002,-0.0043,0.0,0.0,-0.0003,0.0001,0.0,0.0,0.0012,0.0,-0.0002,-0.0
2026-08-26,1405.0,1485.0,1395.0,1460.0,55400,0.0,0.0,0.0116,0.0,-0.0016,0.0451,0.0003,-0.0039,0.0,0.0,-0.0003,-0.0106,0.001,0.0,0.0042,0.0,-0.0071,-0.0003,-0.0383,-0.0001,0.0,0.0
2026-08-27,1415.0,1460.0,1405.0,1405.0,4900,0.0,0.0,0.003,-0.0001,0.0004,-0.0039,0.0011,0.0,0.0,0.0,0.0003,-0.0003,0.0,0.0003,-0.0006,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1415.0,1505.0,1415.0,1415.0,19700,0.0106,0.0007,0.004,-0.0001,-0.0006,-0.0142,0.0006,-0.0003,-0.0003,0.0015,-0.0009,-0.0024,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
