Date,Close,High,Low,Open,Volume,CP,AZ,OD,XL,YB,HD,XC,PD,YP,IU,YU,KZ,PI,CC,LG,DR,MG,SQ,GR,DH,NI,KK,XA,EP
2026-08-24,930.0,930.0,890.0,890.0,461500,0.012,-0.2917,0.0013,-0.0228,0.0,0.0,0.0035,0.0,0.0107,0.0,-0.0001,-0.0064,0.0,0.0,0.0,0.0,0.3066,0.0,0.02,0.0,0.0,0.007,0.0,-0.0401
2026-08-26,900.0,930.0,900.0,925.0,753200,0.0109,-0.0047,0.0,-0.0107,0.0125,0.0,0.0,0.0,0.033,0.0,0.225,-0.0134,0.0,-0.0094,-0.003,-0.0006,-0.2615,-0.0009,0.0769,-0.1602,0.016,0.0743,0.0136,0.0022
2026-08-27,910.0,930.0,900.0,930.0,213400,-0.0321,-0.009,0.0005,0.0345,-0.0,0.0,-0.0061,0.0053,0.034,0.0,0.0,-0.0089,0.0,0.0,0.0,-0.0123,0.0081,-0.0093,0.0023,-0.0108,0.0039,0.0,0.0,0.0
2026-08-28,930.0,930.0,920.0,920.0,893200,-0.538,-0.0496,-0.0041,0.0805,-0.0132,0.0233,0.0028,0.0013,0.0365,0.0001,0.18,-0.0407,0.0001,-0.0009,0.0101,-0.0041,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
