Date,Close,High,Low,Open,Volume,NI,YP,XL,HD,TF,CC,EP,KK,BQ,OD,XC,DH,QA,AT,YB,AZ,CP,PD,GR,SQ,MG,DR,DX,IN,RO,YJ,ZP
2026-08-24,96.0,98.0,94.0,98.0,1410400,0.0005,0.0062,-0.0174,0.0001,0.0,0.0307,0.0,0.0123,0.001,0.0019,-0.001,-0.0001,0.0001,0.0005,0.0021,-0.0,0.0,0.0095,0.0,0.0,0.0,0.0012,0.0,0.0,-0.0,-0.0476,0.0
2026-08-26,92.0,96.0,92.0,96.0,4270200,-0.0475,-0.0494,-0.1239,0.0,0.0,0.0069,0.002,0.0,-0.0001,0.1499,0.0373,-0.0001,0.0,0.0,-0.0118,0.0001,0.001,0.0077,0.0,0.0003,0.026,0.0014,0.0,-0.0002,0.0002,0.0,0.0
2026-08-27,94.0,95.0,90.0,92.0,1003500,0.0011,0.024,0.0162,-0.0001,0.0,-0.0094,0.001,0.0,0.0001,0.0,0.0001,-0.0234,-0.0001,0.0046,-0.0038,-0.0001,-0.001,-0.0001,-0.014,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,94.0,95.0,92.0,94.0,359300,-0.0009,0.0003,0.0205,0.0001,0.0005,0.0019,0.0021,-0.0092,-0.0,-0.016,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
