Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,KK,DH,YU,QA,DU,XA,KI,ZP,YP,CC,DX,BQ,PD,GR,OD,XC,AK,ES,AT,MG,DR,HP,AO,IH,LG,NI,AZ,CP,EP,AG,CD,BK,RO,SQ,LS,AI,YJ,PC
2026-08-24,660.0,675.0,660.0,675.0,3280500,0.0665,-0.0059,0.1087,0.0039,0.2378,-0.0149,0.0225,0.0,0.0,0.062,0.004,0.0003,-0.2526,0.0137,-0.0001,0.0461,0.0224,-0.2182,0.031,0.0412,0.2135,0.0,0.0025,0.0,0.1982,0.0,0.0,0.0,0.0166,-0.2756,-0.1748,0.0118,0.0276,0.0,0.0003,-0.266,0.0,0.0522,0.0186,0.0,0.0046,0.0019
2026-08-26,650.0,665.0,645.0,660.0,5666700,0.0947,-0.0025,0.4268,-0.0016,0.3116,0.0061,0.0118,0.0007,0.0001,0.0114,0.0,0.1632,0.0578,-0.3166,0.0154,0.0785,-0.1946,-0.1121,0.1306,0.0312,-0.6995,0.0,0.2103,0.0,-0.0017,0.0139,0.0,0.0,0.0,0.1189,0.0025,0.0148,-0.0479,0.0,0.0003,-0.3787,-0.0009,0.0544,0.0,0.0,0.0005,0.0004
2026-08-27,665.0,665.0,635.0,645.0,3268700,-0.0024,-0.0142,0.2694,0.0014,-0.0707,-0.0026,-0.0079,-0.0001,-0.0,0.0182,0.0,0.0648,0.0648,0.172,0.0,0.0715,-0.0245,-0.0079,-0.0413,-0.0253,-0.2054,0.0318,-0.0003,0.0,-0.0094,0.002,0.0064,0.0,-0.0067,0.0358,-0.0047,0.0123,0.0391,0.0,-0.0,-0.3496,0.0,0.0149,0.0021,-0.0333,0.0,0.0
2026-08-28,670.0,675.0,655.0,675.0,7729200,0.002,-0.129,0.7579,-0.0037,-0.5714,-0.0138,-0.0,0.0012,-0.0001,0.008,0.0013,-0.3465,-0.0627,-0.1605,0.0477,0.0298,0.0206,0.008,1.6,0.2456,-0.9622,-0.0216,0.0239,0.001,0.0198,0.0063,0.0001,-0.4026,0.0321,0.1845,-0.0426,0.002,0.0173,0.0003,-0.0003,-0.3349,0.0018,0.011,0.0,0.0,0.0,0.0
