Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,DH,YU,IF,QA,XA,KI,ZP,YP,CC,DX,MI,BQ,PD,GR,OD,IN,XC,AK,MG,FS,DR,HP,DP,LG,NI,AZ,CP,EP,AG,CD,BK,RO,SQ,AT,RF,YJ,AI,PC,AR,PP
2026-08-24,1675.0,1680.0,1660.0,1665.0,1316400,-0.0101,0.0013,-0.0145,-0.0023,0.0,-0.0376,0.0,0.002,0.0,-0.0002,0.0271,0.0,0.7369,0.0387,-0.1772,0.0886,0.0,-0.0005,0.0072,0.0,-0.137,0.1442,-0.0436,-0.0972,0.0,0.0,-0.0102,0.0,0.0,0.0047,-0.0089,0.0047,0.4995,-0.0323,0.0,0.0,0.0,-0.1026,-0.8802,0.0,-0.0008,0.0,0.0,0.0,0.0,0.0
2026-08-26,1665.0,1675.0,1665.0,1665.0,2174000,-0.0249,0.0042,-0.1952,0.0,0.0,-1.7,-0.0047,0.0027,0.0,0.0,-0.3196,0.0,0.0068,0.1109,0.0528,-0.0027,0.0025,-0.0058,-0.0406,-0.1025,-0.0797,0.6675,-0.1145,-0.0204,0.0,0.0,0.0104,0.0084,0.0,0.0048,-0.0114,-0.0358,0.0008,0.0491,0.0,0.0017,0.0,0.0013,1.8,0.0,0.0,0.0,0.004,-0.0012,0.0042,-0.0147
2026-08-27,1680.0,1680.0,1665.0,1665.0,2556600,0.0111,0.0104,-0.0831,0.0048,0.0,-0.2171,0.0008,-0.0279,0.0,0.0,0.0668,-0.0102,0.6644,0.0119,0.0447,0.1309,0.0,-0.0007,0.0011,-0.1824,-0.2947,0.5286,-0.0376,-0.2054,-1.5,0.0,0.0012,0.0084,0.0,-0.0084,-0.0185,0.0042,-0.0063,0.0017,0.0,0.0,0.0,-0.0002,1.5,0.0002,0.0002,-0.335,0.0194,0.0,0.0,0.0
2026-08-28,1695.0,1700.0,1680.0,1680.0,2205600,-0.0262,-0.0162,0.0195,0.0184,-0.0017,-0.1219,0.0222,-0.2319,0.0025,-0.0008,-0.0659,-0.0234,-0.0035,-0.4816,-0.1831,-0.0686,0.0024,-0.0032,-0.1217,-0.0169,-0.9452,0.336,-0.1217,0.1791,-0.0086,-0.0008,0.0005,-0.0336,0.3486,-0.0162,-0.0158,-0.0222,0.002,0.0042,-0.0446,0.0017,0.051,-0.0124,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
