Date,Close,High,Low,Open,Volume,SF,AT,CP,BR,RO,ZP,ID,NI,SQ,QA,XL,YB,AD,AZ,KI,IN,DX,IH,YP,DH,OD,XC,LG,HD,PD,BQ,DU,EP,PC,AO,DR,BK,AR,ZR,YU,EL,AK,GR,CC,KK,XA,TP,FZ,FS,DP,IU,RG,HP,SH,YJ,PG,AG,AI,MG,BB,IF
2026-08-24,910.0,940.0,910.0,935.0,9518700,0.0,0.0,1.3,-0.001,0.0273,-0.5943,0.0,0.0065,-0.4156,0.1099,0.3745,0.002,0.0,0.0175,0.0169,0.0,0.0,-0.0029,-0.048,0.0094,0.0258,0.2881,-0.0091,-0.0037,0.036,-1.2,0.0,0.0013,0.0011,0.0,0.0003,0.0345,-0.0004,0.0,0.0323,-0.0032,-0.1127,-0.0184,-0.2885,0.413,0.0002,0.0202,0.0013,0.0,0.0,0.0,-0.0008,0.0082,-0.001,-0.0007,0.0,0.0,0.0019,0.0012,0.0,0.003
2026-08-26,880.0,920.0,880.0,915.0,10779600,-0.0022,0.0015,-1.2,0.0014,-0.005,-0.0777,0.0215,-0.1603,0.0057,0.0001,-0.0618,-0.0004,-0.0008,-0.0018,0.001,0.0009,0.0,-0.0009,0.2125,0.0025,0.0476,-0.0126,0.0061,0.0097,0.1182,1.2,-0.0027,-0.0121,-0.0006,0.0,0.1267,0.0198,-0.0031,-0.0018,0.0486,-0.0015,-0.014,0.0272,-0.289,0.0731,0.0735,-0.0426,-0.0161,0.0009,0.0,0.0,0.0,0.0053,0.0,0.0,0.177,-0.0003,-0.0018,-0.0013,-0.2124,0.0
2026-08-27,915.0,915.0,870.0,890.0,11321600,0.0,0.0012,0.0272,-0.0051,0.0405,-0.0601,-0.0132,0.1334,-0.0506,0.0006,0.6613,0.002,0.0,0.149,-0.009,0.0,0.0,0.0005,-0.0838,-0.0019,0.0103,0.0994,0.0228,-0.0192,0.0453,1.2,0.0,-0.0069,-0.0017,0.0,-0.0,0.2946,0.0,-0.0011,-0.3725,-0.0013,-0.1869,-0.031,-0.1749,-0.0128,-1.1,-0.0224,0.0018,-0.0009,-0.5435,0.0045,0.0012,-0.0052,-0.0035,-0.0032,0.063,0.0,0.0,0.0,0.0,0.0
2026-08-28,915.0,925.0,900.0,920.0,10030400,0.0014,-0.0026,0.2385,0.0016,-0.1423,-0.4549,-0.0092,0.0986,-0.5776,-0.0007,0.2206,-0.0033,0.0003,0.0034,0.002,-0.002,-0.0229,-0.0011,0.0628,0.0033,-0.0096,-0.0027,0.02,0.0084,0.3763,-1.2,-0.0013,0.0084,0.0012,0.0001,0.0505,0.0114,0.0032,0.0002,-0.3048,0.0026,0.5082,-0.0094,-0.0494,0.0064,1.1,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
