Date,Close,High,Low,Open,Volume,AK,BR,AT,XL,HD,KK,DR,HP,LG,DH,PO,NI,XA,KI,YP,AZ,CP,TF,CC,BQ,PD,GR,XC,OD,BK,SQ,YB,IF,QA,EP,TP,YU,AI,ZP,AG,RO
2026-08-24,63.0,64.0,62.0,64.0,11748100,-0.0005,0.0,0.0,0.2151,0.0001,0.0215,0.0311,0.0,0.0005,-0.0001,0.0,0.013,0.0,0.0,-0.0467,-0.0002,0.0019,0.0,-0.0071,0.0009,0.0016,0.0167,-0.2475,-0.0028,-0.0169,0.0205,-0.0001,0.0,0.0001,-0.0017,0.0,0.0095,0.0093,-0.0246,0.0063,0.0
2026-08-26,62.0,64.0,62.0,63.0,6354200,-0.0007,0.0,-0.0,0.0393,-0.0001,0.0186,0.0097,0.0,0.0,0.0,0.0,0.0059,0.0003,-0.0,0.0185,0.0658,-0.0409,0.0,0.0003,0.0001,0.0157,0.0094,-0.11,-0.005,-0.0178,-0.0166,0.0111,0.0,0.0,0.0032,-0.0158,0.0093,0.0,0.0,0.0,0.0
2026-08-27,63.0,63.0,61.0,62.0,5233400,-0.0011,0.0186,0.0,0.0589,-0.0003,0.071,0.005,0.0,0.0,0.0,0.0,-0.0032,0.0,0.0001,0.0179,-0.0562,-0.0065,0.0,-0.0058,-0.0069,0.0028,0.0022,0.0008,0.003,-0.0277,-0.0614,-0.0111,0.0,-0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,63.0,63.0,61.0,63.0,13798100,-0.032,0.0367,0.0,-0.1176,0.0001,-0.0003,0.0161,-0.0267,0.0001,0.0062,-0.0,-0.0043,0.0001,0.0,0.5705,-0.0097,0.0041,0.0006,0.0065,0.0621,-0.0099,0.0004,-0.47,0.0005,-0.0269,-0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
