Date,Close,High,Low,Open,Volume,AK,TP,SF,MG,XL,HD,KK,PG,DR,LG,DH,NI,XA,KI,YP,SQ,CP,CC,EP,DX,PD,GR,OD,RO,XC,DP,BR,IH,AO,AF,YB,LS,YU,QA,AI,ZP,AZ,BQ
2026-08-24,50.0,50.0,50.0,50.0,4298200,0.0007,0.0,0.0,-0.0337,0.0639,-0.0576,0.0031,0.0,0.0001,0.0001,0.0083,0.0002,0.0003,0.0,0.0214,0.0003,-0.115,0.0065,0.002,0.0004,0.0054,0.0,0.002,0.0001,0.007,0.0,0.0,0.0,0.0,0.0,0.0003,0.015,0.001,0.0001,0.006,0.0,0.0622,0.0
2026-08-26,50.0,50.0,50.0,50.0,3276100,0.0005,0.0,0.0,-0.0168,0.02,-0.0964,0.0002,0.0,0.0,0.026,0.0078,0.011,0.0095,0.001,0.0257,0.0055,0.005,0.0003,0.0014,0.0001,0.0014,0.01,0.0053,0.0006,0.0037,0.0,0.0,0.0025,0.0,-0.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,50.0,50.0,50.0,50.0,2249800,0.0003,0.0,0.0,-0.001,0.0283,0.0,0.0231,0.0,0.0001,0.0,0.0,0.0088,0.0,0.0,0.0171,0.0001,0.016,0.0015,0.0005,0.0001,0.0051,0.0009,0.0062,0.0,0.003,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,50.0,50.0,50.0,50.0,1171800,0.0001,0.0001,0.0,-0.0002,0.0269,-0.0562,0.0105,0.001,0.0,0.0,0.001,0.0008,0.0001,0.0,0.0007,0.0,0.001,0.0029,0.0001,0.0002,0.0056,0.0018,0.0008,0.0001,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
