Date,Close,High,Low,Open,Volume,TP,YB,AT,XL,MG,PD,LS,KK,DR,LG,PI,IF,NI,ZP,YP,CP,CC,EP,BQ,XC,GR,OD,SQ,YO,FS,HP,QA,AI,XA,AZ,AG,BK,RO,SF,AO,DH,YU,DD,MU,DX,IN,HD,FZ,KI,DU
2026-08-24,66.0,70.0,64.0,64.0,56039000,-0.0007,0.0154,-0.0313,0.2889,-0.1781,-0.0567,0.0,-0.0476,-0.0121,0.0519,-0.002,0.0016,0.0037,0.0335,0.0554,-0.0105,-0.0033,-0.0663,-0.0009,0.0154,0.0017,-0.0098,0.0049,0.0,0.0,0.0,0.0,0.0,0.0068,-0.0023,0.0002,0.0002,-0.0,0.0,0.0054,-0.0048,-0.0564,0.0,0.0,0.0002,0.0,-0.0025,0.0001,0.0,0.0
2026-08-26,64.0,67.0,64.0,67.0,13491900,0.0,-0.0089,-0.0032,-0.2252,0.0477,0.1037,0.0,-0.0026,0.0,-0.0372,0.0019,0.0,-0.0325,0.0065,-0.0845,0.2051,0.0002,-0.0052,-0.0019,-0.0109,0.0016,0.0,0.0135,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0004,0.0,0.0,300.0,0.0016,-0.013,0.0068,0.026,0.0075,0.0016,0.0008,-0.0,0.0,0.0,0.0,0.0
2026-08-27,64.0,65.0,62.0,64.0,18083300,0.0,0.0132,0.0055,0.0404,-0.0345,0.03,0.0,-0.0019,0.0,0.0001,-0.0001,0.0638,0.006,0.0,0.029,0.1339,0.0141,0.0192,0.0061,-0.0314,0.0047,0.0063,0.0049,-0.0001,-0.3151,0.0001,-0.0001,-0.0,-0.0079,-0.0001,0.0,0.0145,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,64.0,64.0,63.0,64.0,7780700,-0.0,-0.0009,-0.0158,0.0037,-0.0113,-0.0833,0.0189,0.0134,0.0139,-0.0203,0.0019,0.0,0.0184,-0.0041,0.0375,0.0,0.0091,0.0089,-0.0096,0.0147,0.0032,-0.0008,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
