Date,Close,High,Low,Open,Volume,YU,YB,CC,NI,MU,DR,KK,XC,AZ,GR,PC,LS,PD,TP,DH,XA,AT,YP,XL,CP,IN,OD,QA,HP,SQ,BQ,AK,EP,MG,HD,PO,TF,IF,DX,AI,ZR,AG,LG,RO,AO,ZP,BK,YJ,KI
2026-08-24,68.0,69.0,67.0,68.0,8806600,-0.0035,-0.0103,0.0568,-0.0048,0.0,-0.0075,-0.0001,0.0232,-0.0017,0.0666,0.0,0.0,-0.0037,-0.0002,0.0,-0.0,-0.0238,-0.0384,0.0862,-0.0595,-500.0,-0.0778,-0.0002,0.0,0.0016,-0.0016,0.0,0.0,-0.0056,-0.0002,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0001,-0.0,0.0,0.0,-0.0003,0.0014,-0.0001
2026-08-26,66.0,69.0,66.0,69.0,16961900,0.0,0.0153,-0.0977,-0.0346,0.0,-0.0015,0.029,0.091,0.0014,-0.06,0.0,-0.0,0.0072,0.0,0.0033,0.0003,0.0042,-0.1007,0.1718,0.1112,-0.0,-0.0023,0.0,0.0,0.0033,0.0064,-0.1071,0.0036,0.0,-0.0012,0.0,0.0,-0.0033,0.0,-0.0068,0.0,-0.0201,-0.0075,0.0002,-0.0041,-0.0003,-0.001,0.0,0.0
2026-08-27,68.0,68.0,65.0,66.0,12837400,0.0,-0.0169,-0.0465,0.0077,0.0,-0.0129,0.0053,0.1226,0.0049,0.0498,0.0,0.0,-0.0019,0.0,-0.0004,-0.0004,-0.0008,-0.0136,-0.0079,-0.0839,-0.0,-0.0022,-0.0001,0.0,0.0044,-0.0003,0.0262,0.0007,-0.0333,-0.0,-0.0001,0.0007,0.0068,-0.0071,-0.0005,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,68.0,69.0,67.0,68.0,10213800,0.0088,-0.0128,-0.043,-0.0038,-0.068,-0.0306,-0.0262,0.0023,0.0167,-0.041,0.0,-0.0007,0.0167,0.0069,-0.0102,0.0001,0.0041,-0.0029,0.1323,-0.0007,-0.0,0.0004,0.0,-0.0004,0.0065,-0.0018,0.0441,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
