Date,Close,High,Low,Open,Volume,AK,DR,MG,BQ,HP,GR,RO,AO,SQ,DH,OD,PI,XC,KK,AT,LG,PD,AZ,EP,AG,IN,XA,CC,NI,YB,TP,XL,YP,CP,QA,DX,KI,BK,AI,ZP,CD,RG,PC,AH,YJ,RB,FZ,YU,BF,SH,PO
2026-08-24,98.0,103.0,96.0,102.0,25602900,-0.0162,0.0587,-0.0042,0.0116,0.0003,-0.6469,-0.0,0.0294,-0.088,0.0072,0.0008,0.0,0.0629,0.1464,0.0243,0.0317,0.1261,0.0208,0.1037,0.0155,0.0,-0.0,0.0875,0.0164,-0.0279,0.0,0.0857,0.0953,-0.0198,-0.0002,0.0,0.001,-0.0011,-0.0679,0.0047,0.0,0.0,-0.0009,0.0,-0.0003,0.0,0.0029,-0.0092,-0.0485,-0.002,0.0003
2026-08-26,93.0,99.0,92.0,98.0,25993600,-0.0372,0.0679,-0.0812,0.0218,0.0038,-0.0746,0.0,0.0471,0.0321,0.0288,-0.008,0.0,0.0698,0.2079,0.094,-0.0961,0.0499,-0.367,0.0526,-0.0134,0.0,0.0247,-0.1579,-0.012,-0.1226,0.0008,0.3111,0.1484,-0.0553,-0.0017,0.0012,0.0007,0.0013,0.0,0.0209,0.0,0.0,-0.0082,-0.1493,-0.0003,0.0002,0.0,0.0,0.0,0.0,0.0
2026-08-27,96.0,97.0,92.0,93.0,9863500,-0.0022,-0.0004,-0.0353,0.003,0.0,-0.0099,0.0,-0.0097,0.0151,0.0053,0.0111,0.0,0.067,-0.2522,0.0,-0.007,0.0031,-0.0058,0.002,0.0,0.0,-0.0,0.0414,0.024,-0.0226,-0.0,0.0773,0.0445,0.0255,-0.0001,0.0,-0.0012,0.0113,-0.0,0.0144,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,96.0,97.0,94.0,96.0,8662900,0.0158,0.0158,0.0037,-0.0014,0.0,-0.0093,0.0,-0.0002,-0.0119,0.0668,-0.002,0.0019,0.0211,0.0635,0.0012,-0.0002,0.0099,0.002,0.0083,0.001,0.0,-0.0002,-0.0475,-0.0218,0.0036,0.0033,-0.1538,0.0514,-0.0238,0.0016,0.0022,0.0009,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
