Date,Close,High,Low,Open,Volume,CP,AZ,KK,XL,HP,TF,XA,CD,SQ,PD,XC,YP,NI,CC,DR,BQ,DH,OD,AG,MG,EP,LG
2026-08-24,520.0,530.0,510.0,530.0,25700,0.0014,0.0001,-0.0001,0.0018,0.0037,0.0006,0.0,-0.0001,-0.0005,-0.0003,0.0,0.0001,0.0,0.0008,-0.0013,0.0,0.0,0.0,0.0,-0.0053,-0.001,0.0001
2026-08-26,520.0,530.0,500.0,520.0,105700,0.0005,0.0,0.0,0.0027,0.0013,0.0006,0.0,0.0,-0.0023,-0.0014,0.0,0.0216,0.0,0.0123,0.0,0.0014,-0.0192,0.0021,-0.0013,-0.0183,0.0,0.0
2026-08-27,520.0,520.0,505.0,520.0,21800,0.0,0.0,0.0,-0.0024,0.0,0.0006,0.0,0.0,0.0,0.0026,0.0006,0.0019,0.0,0.0003,0.0,-0.0014,0.0001,-0.0022,0.0,0.0,0.0,0.0
2026-08-28,520.0,540.0,510.0,515.0,58600,-0.0017,0.0024,-0.0,-0.0068,0.0037,0.0007,0.0003,-0.0002,-0.0014,0.0027,-0.0005,0.0081,0.0002,-0.0073,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
